instance_id,family,size,full_status,mandatory_status,original_variables,reduced_variables,variables_removed,variable_reduction_fraction,original_requirements,reduced_requirements,requirements_removed,requirement_reduction_fraction,forced_selections,fixed_point_iterations,full_par2_seconds,mandatory_par2_seconds,log_par2_difference_full_minus_mandatory,full_node_count,mandatory_node_count,node_difference_full_minus_mandatory,log1p_node_difference_full_minus_mandatory,full_record_path,full_record_sha256,mandatory_record_path,mandatory_record_sha256
V2-B-N192-R064-C05-X02,structured,N192-R64,SOLVED,SOLVED,192,20,172,0.8958333333333334,64,25,39,0.609375,1,187,22.049296084,1.392209541,2.762388594844207,1,1,0,0.0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C05-X02/jump_highs_tagged_cover__full_fixed_point.toml,d4a80a0ca06057118532fe416076eb0fd2d213f8d79f3c8ff0ee2900dce955aa,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C05-X02/jump_highs_tagged_cover__mandatory_only.toml,fe73509d2fd367c53e6a86f63009e6d4243f0f8a79eb38a6b22fe1e638e8aea5
V2-B-N192-R064-C06-X01,structured,N192-R64,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,192,0,192,1.0,64,0,64,1.0,10,185,23.652092334,2.669365083,2.181610934302031,,0,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C06-X01/jump_highs_tagged_cover__full_fixed_point.toml,a572aa56164ddb6c4d8904e965005a1ae297142e424ced7b433753cf794624b5,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C06-X01/jump_highs_tagged_cover__mandatory_only.toml,f2dd9820343ffad4aa1b1009caf27f26d46c5d35b2b9d8f38b0da64f3212a5c2
V2-B-N192-R064-C06-X02,structured,N192-R64,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,192,0,192,1.0,64,0,64,1.0,10,184,25.154726583,1.705997375,2.690895904212495,,0,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C06-X02/jump_highs_tagged_cover__full_fixed_point.toml,9e89b7ef29ca9f31750cf96837b9848a74566406f6b41ce2bfc997cb9ef53bc5,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C06-X02/jump_highs_tagged_cover__mandatory_only.toml,504333d1013576eecb3b9a40c7aa836012e31aab72fa5b895e1409f2a62c67bb
V2-B-N192-R064-C07-X01,structured,N192-R64,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,192,0,192,1.0,64,0,64,1.0,9,192,4.603875667,1.948686709,0.8597428219446286,,0,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C07-X01/jump_highs_tagged_cover__full_fixed_point.toml,459be0b68ef94a3c36ad1547d102d5541dd757943ee92006247b5eab0e1a77ed,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C07-X01/jump_highs_tagged_cover__mandatory_only.toml,b2167b4ef9cf88d1fd7c15007c4bf4872f87ab64610697251fa4ee3c64a591fb
V2-B-N192-R064-C07-X02,structured,N192-R64,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,192,0,192,1.0,64,0,64,1.0,9,192,3.682605542,1.642621041,0.8073273675527494,,0,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C07-X02/jump_highs_tagged_cover__full_fixed_point.toml,e10df7dda216ad08a61c9a5ca653deadbda57c4f32a93737cb6586b7b382ffa5,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C07-X02/jump_highs_tagged_cover__mandatory_only.toml,073686badf80ffbc16277915d04882638b15189ac76b28d3cceb87f0731563db
V2-B-N192-R064-C08-X01,structured,N192-R64,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,192,0,192,1.0,64,0,64,1.0,3,147,15.920768292,1.177414167,2.6043037888155176,,0,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C08-X01/jump_highs_tagged_cover__full_fixed_point.toml,1d57a1b458b6768a2a606e83b8a9a349fed10dc44aeafbbb00d4c3aaf430786c,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C08-X01/jump_highs_tagged_cover__mandatory_only.toml,0138ccccfae502d73c86cc0aafe9d0254a293d4b54c6e91ff06a1d68e5314276
V2-B-N192-R064-C08-X02,structured,N192-R64,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,192,0,192,1.0,64,0,64,1.0,3,141,16.577838834,1.427157792,2.452381885027487,,0,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C08-X02/jump_highs_tagged_cover__full_fixed_point.toml,2217dd14a1bb03502a40e459f3c66ce9b7251a41c39f067d7c5f0c2b311b686c,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C08-X02/jump_highs_tagged_cover__mandatory_only.toml,932ebe05521963569eca076cedc891340d677e0f18b3b46f2e7b850f5c5fc790
V2-B-N192-R064-C09-X01,structured,N192-R64,GENERATION_FAILED,GENERATION_FAILED,,,,,,,,,,,3600.0,3600.0,0.0,,,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C09-X01/jump_highs_tagged_cover__full_fixed_point.toml,f4bd59bd973b9ada2e347644bebabdcb9abdf91d75e298d78f939ccef400732b,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C09-X01/jump_highs_tagged_cover__mandatory_only.toml,bae8efe23b37bb849964b4e0cf0c2df058b307c91c34fff42134247e8519a34d
V2-B-N192-R064-C09-X02,structured,N192-R64,GENERATION_FAILED,GENERATION_FAILED,,,,,,,,,,,3600.0,3600.0,0.0,,,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C09-X02/jump_highs_tagged_cover__full_fixed_point.toml,3ea50505448c08a5c697cfe6449f362fdfb8e01fc8e9e56a0e3ce9a3e6473ad8,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C09-X02/jump_highs_tagged_cover__mandatory_only.toml,c9432df0dafd68ae33375bdb96f43f89d476f0082d35ce541d58d0ca237c7163
V2-B-N192-R064-C10-X01,structured,N192-R64,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,192,0,192,1.0,64,0,64,1.0,10,174,16.357054625,1.693859584,2.2676495772260576,,0,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C10-X01/jump_highs_tagged_cover__full_fixed_point.toml,3e4cc41e9bf8d8291715156f941a435e559b9498372f2b53d186ecf43f41a933,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C10-X01/jump_highs_tagged_cover__mandatory_only.toml,8d5e4299d68b691e9047ca0de041e5a1329bf0b5b133530534f9d0e660300526
V2-B-N192-R064-C10-X02,structured,N192-R64,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,192,0,192,1.0,64,0,64,1.0,10,173,11.7356345,1.23736725,2.249643959886291,,0,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C10-X02/jump_highs_tagged_cover__full_fixed_point.toml,626f488646fe1d753c1178eaafa348994d4b197b232d1ec136cc506858cddf09,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C10-X02/jump_highs_tagged_cover__mandatory_only.toml,c93685e9e4644e4ea912cd5a28413a1a8fdabf6413afd569606471b5786288e5
V2-B-N192-R064-C11-X01,structured,N192-R64,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,192,0,192,1.0,64,0,64,1.0,10,135,17.293215542,2.215786833,2.0547066896210726,,0,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C11-X01/jump_highs_tagged_cover__full_fixed_point.toml,1e30d97266620776199baf5b2224ddfb4b20556dfe09b9cff04acb83385cda06,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C11-X01/jump_highs_tagged_cover__mandatory_only.toml,165f918243974fa47b19a2ab2abb1138e13a8a8c6246cff07ffa9c39a2f445e0
V2-B-N192-R064-C11-X02,structured,N192-R64,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,192,0,192,1.0,64,0,64,1.0,10,138,16.435922208,3.021189583,1.693818662501379,,0,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C11-X02/jump_highs_tagged_cover__full_fixed_point.toml,48b647052ee2021d7dc6106fa46a647185ce9d467a9fee2f47ca9d4cbc8de55b,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C11-X02/jump_highs_tagged_cover__mandatory_only.toml,ce9aac4784f8dcea96e84a7088d80b2f24aab66cf24b6db27bb081e1eab9fe12
V2-B-N192-R064-C12-X01,structured,N192-R64,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,192,0,192,1.0,64,0,64,1.0,2,209,21.056973334,1.929186625,2.3901333037802828,,0,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C12-X01/jump_highs_tagged_cover__full_fixed_point.toml,9703c63ee09b2b8a56a1bbb875fd7c3734f18bff1a83e669a7c71d24c05b1c4e,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C12-X01/jump_highs_tagged_cover__mandatory_only.toml,1df404b4e9505d91bf2565091f33c49507981f0e9d245c101d16858351a691a6
V2-B-N192-R064-C12-X02,structured,N192-R64,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,192,0,192,1.0,64,0,64,1.0,2,205,19.623524125,1.85091475,2.36104908067397,,0,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C12-X02/jump_highs_tagged_cover__full_fixed_point.toml,f7beea399190c26c85869b53d030b0a53d3a536d724d78034b4ee04e67803858,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C12-X02/jump_highs_tagged_cover__mandatory_only.toml,868cf9cd368f78da20cd5dc583db86623fa703afb9684f17a87f864157eea7db
V2-B-N192-R064-C13-X01,structured,N192-R64,GENERATION_FAILED,GENERATION_FAILED,,,,,,,,,,,3600.0,3600.0,0.0,,,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C13-X01/jump_highs_tagged_cover__full_fixed_point.toml,859d678001e9f5ad86303bcaf438ec6719220f44c18b1da6616a650d55613148,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C13-X01/jump_highs_tagged_cover__mandatory_only.toml,2e42121c4038e13856613a140c122945d283c534ff9ad8da5c68be639df0cc2b
V2-B-N192-R064-C13-X02,structured,N192-R64,GENERATION_FAILED,GENERATION_FAILED,,,,,,,,,,,3600.0,3600.0,0.0,,,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C13-X02/jump_highs_tagged_cover__full_fixed_point.toml,48881e346d6ef8c1793a85b87f2e37329c2280bf35e1ffff394f8594e93a76e9,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C13-X02/jump_highs_tagged_cover__mandatory_only.toml,dc9f3edd4f878cb1c481ba0742d50724335157da7063db6d84e4e5995c4eed9e
V2-B-N192-R064-C14-X01,structured,N192-R64,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,192,0,192,1.0,64,0,64,1.0,10,178,19.314594666,1.711778833,2.4233279274038235,,0,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C14-X01/jump_highs_tagged_cover__full_fixed_point.toml,5d1a07a8694ebeb3fb6f7a1078534888a31b392b4f3f81a7be9985a978eb8414,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C14-X01/jump_highs_tagged_cover__mandatory_only.toml,8f1ec611dcf31c7c214abfd50fc8ad2ddf47b80be569ab8455afe7f94ea4b9e6
V2-B-N192-R064-C14-X02,structured,N192-R64,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,192,0,192,1.0,64,0,64,1.0,10,175,22.377019917,1.014150833,3.0939828911066014,,0,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C14-X02/jump_highs_tagged_cover__full_fixed_point.toml,c59f9d2c8b3ca629767bfdc01ba0639650c8faa944d1359840fdfb9500030e2c,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C14-X02/jump_highs_tagged_cover__mandatory_only.toml,e15678aaff1d197e874d0b7d6a847effb497b4cd2b5f13ae1d323b68f71b6ea5
V2-B-N192-R064-C15-X01,structured,N192-R64,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,192,0,192,1.0,64,0,64,1.0,10,164,20.41403625,2.125371833,2.262275948417449,,0,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C15-X01/jump_highs_tagged_cover__full_fixed_point.toml,a60bc0c2766857535e2f8c40cff17677564861e2799bb419b55fa1382f7bc81f,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C15-X01/jump_highs_tagged_cover__mandatory_only.toml,803e5c1f83c35ba511731df5db0e51c9a1c7d8a73bf7dd2781fa09269135ccbb
V2-B-N192-R064-C15-X02,structured,N192-R64,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,192,0,192,1.0,64,0,64,1.0,10,163,18.910702166,1.679610041,2.4211663659555156,,0,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C15-X02/jump_highs_tagged_cover__full_fixed_point.toml,8b1cb8c57d3fdc58b9a74f4a87cf6eaaa0f8583c1f388e2cb2dadd4d57c66a87,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C15-X02/jump_highs_tagged_cover__mandatory_only.toml,30fae036ed861c8d7ac62aff9384f166b1a5a97c70ab4be921722c20292c8d53
V2-B-N192-R064-C16-X01,structured,N192-R64,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,192,0,192,1.0,64,0,64,1.0,2,176,16.634558958,1.3457615,2.5145223723812804,,0,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C16-X01/jump_highs_tagged_cover__full_fixed_point.toml,60bb4be58cad8fe8eb4b7bdfbb282232b29ca52f8828426e87ec12330ff22f50,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C16-X01/jump_highs_tagged_cover__mandatory_only.toml,3fc1150637e0151b79e7cf9dd6095d374f5ccc433555fe312409bfd91a661c39
V2-B-N192-R064-C16-X02,structured,N192-R64,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,192,0,192,1.0,64,0,64,1.0,2,190,18.230680584,2.462998209,2.001726529204621,,0,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C16-X02/jump_highs_tagged_cover__full_fixed_point.toml,77051c9cdfc88ba1ff19d1f5da2db954127fb0bb8df0d0aa92fb5a5271bd91a4,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C16-X02/jump_highs_tagged_cover__mandatory_only.toml,4d1c61a7619555313a8b82009c2010282f8cb0b088b5c3bea96bce6fc45a76dc
V2-C-M01-S01,adversarial,small,SOLVED,SOLVED,6,5,1,0.16666666666666666,5,4,1,0.2,1,1,3.037341,1.43861825,0.7472993573022504,1,1,0,0.0,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M01-S01/jump_highs_tagged_cover__full_fixed_point.toml,d2eb2038af71499cfcfea6547688fb1ee03d6f88a4dee8c98f52df33ca1f043f,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M01-S01/jump_highs_tagged_cover__mandatory_only.toml,4892c2c287c01a75cabd5b7659af1c2650038b986fa921f6b8fd14a0c2d6905b
V2-C-M01-S02,adversarial,medium,SOLVED,SOLVED,18,17,1,0.05555555555555555,17,16,1,0.058823529411764705,1,1,5.298516958,2.238655333,0.8615515743078369,1,1,0,0.0,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M01-S02/jump_highs_tagged_cover__full_fixed_point.toml,213b7022ab5e3355fd3a6677511868e2308418eb66899f5cd8379b1c91e7090a,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M01-S02/jump_highs_tagged_cover__mandatory_only.toml,e71817eed336ecaec9e4b677d2760f5231ce41cb284455311c524f7474dfd100
V2-C-M01-S03,adversarial,large,SOLVED,SOLVED,66,65,1,0.015151515151515152,65,64,1,0.015384615384615385,1,1,3.859970541,1.583481042,0.8910339368708928,1,1,0,0.0,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M01-S03/jump_highs_tagged_cover__full_fixed_point.toml,c28f83e301476d4ce38c9e23585cea727e6a33b9ef7b4e71829b2568c5edf20c,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M01-S03/jump_highs_tagged_cover__mandatory_only.toml,16ef725a24514666a53619e0594ea349a9e0014c3c6d0699dfae3378c21682a8
V2-C-M02-S01,adversarial,small,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,5,0,5,1.0,5,0,5,1.0,2,4,3.614633625,1.611753667,0.8076676815541508,,0,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M02-S01/jump_highs_tagged_cover__full_fixed_point.toml,d2e74809b2478b92b44d328f5321cd7ee3bed3ffe48b222fec30fbb93532ff44,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M02-S01/jump_highs_tagged_cover__mandatory_only.toml,e0ea701439d5bd596f4296152e228cd338e07eddad3635f7c661717496c01bc7
V2-C-M02-S02,adversarial,medium,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,9,0,9,1.0,5,0,5,1.0,2,4,3.054364542,1.542561959,0.6831269211954174,,0,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M02-S02/jump_highs_tagged_cover__full_fixed_point.toml,2902976537fb8f21aa6577a2ae37c857c20c70a817182f928b3c056fb185a291,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M02-S02/jump_highs_tagged_cover__mandatory_only.toml,903b91cc3e7cb81187d7ca7c6016c09caf3c4b86bcbbf9d645246fad32c60bdc
V2-C-M02-S03,adversarial,large,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,17,0,17,1.0,5,0,5,1.0,2,4,2.653475042,2.605288958,0.01832652412110536,,0,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M02-S03/jump_highs_tagged_cover__full_fixed_point.toml,4cc21be598013e918b130a53111ef4f81c20ffe801f9839879ce324b7d541c4e,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M02-S03/jump_highs_tagged_cover__mandatory_only.toml,1fd4d1a04624c18e0dd3efa08aba3b55ddbb03cbcfd826d57ef8e9e4cd88ceec
V2-C-M03-S01,adversarial,small,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,9,0,9,1.0,5,0,5,1.0,2,4,4.573240542,2.236833,0.7151610176062355,,0,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M03-S01/jump_highs_tagged_cover__full_fixed_point.toml,fe2bfb225d2d2c7eadb1c39934f31228ada1ef63a13e7879c9f4f29953be9ab5,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M03-S01/jump_highs_tagged_cover__mandatory_only.toml,4d302de0794b3ed59a96731197fa04c0bb5f09120e133d61e4bc4e5278ce5670
V2-C-M03-S02,adversarial,medium,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,33,0,33,1.0,17,0,17,1.0,2,4,5.227808417,4.71563,0.10310962624980191,,0,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M03-S02/jump_highs_tagged_cover__full_fixed_point.toml,32d952dc810bac7f1805b6087cf819c16011f37578e6cdc8fdcf036a8c68be36,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M03-S02/jump_highs_tagged_cover__mandatory_only.toml,dc5e58a94441e5bb8e7c1a3eb2f1ffd8f8ec3474c73027a0cbe623cce2f2a1ba
V2-C-M03-S03,adversarial,large,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,129,0,129,1.0,33,0,33,1.0,2,4,4.393849083,2.410461458,0.6003874216968746,,0,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M03-S03/jump_highs_tagged_cover__full_fixed_point.toml,5c675bbaa4e2496ce22867e4fde3cf4c6cd55c7a92b73435feebc94e2c996123,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M03-S03/jump_highs_tagged_cover__mandatory_only.toml,c078bba5039bc2f1185f25316c64c0395c058bdc6ddcae4b027e9215bce07b7f
V2-C-M04-S01,adversarial,small,SOLVED,SOLVED,9,4,5,0.5555555555555556,5,4,1,0.2,1,5,5.263886917,1.655519625,1.1567547790998947,1,1,0,0.0,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M04-S01/jump_highs_tagged_cover__full_fixed_point.toml,d9428abf98b63f06e87c04101510975e208b9d1f8d46ccf43affd77f9704460a,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M04-S01/jump_highs_tagged_cover__mandatory_only.toml,0922a0ed5b0407bf217443886f0c32a74e9adaad79b710fd7cb1351d7284db81
V2-C-M04-S02,adversarial,medium,SOLVED,SOLVED,25,12,13,0.52,13,12,1,0.07692307692307693,1,13,3.990752917,1.806870166,0.7923837556548424,1,1,0,0.0,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M04-S02/jump_highs_tagged_cover__full_fixed_point.toml,09f90bd79c239ab8965b2dcd253bd1bbc6da5df885d86f5e4b331baa9c81c706,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M04-S02/jump_highs_tagged_cover__mandatory_only.toml,9425aaf1a2b4cffd73e9a39157abf038bba5325f86c4145572896f471a5818a7
V2-C-M04-S03,adversarial,large,SOLVED,SOLVED,65,32,33,0.5076923076923077,33,32,1,0.030303030303030304,1,33,8.977053,1.680937125,1.6753202043383468,1,1,0,0.0,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M04-S03/jump_highs_tagged_cover__full_fixed_point.toml,6382b9ac99b05732a41d81391c73d28c35477d0b12a3f2e7586ce31f7167d8a9,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M04-S03/jump_highs_tagged_cover__mandatory_only.toml,e7c931cfce64c2bddc58e387c10153a1cfc792b5b2ca2aeb0e2b6317b84bec18
V2-C-M05-S01,adversarial,small,SOLVED,SOLVED,6,3,3,0.5,5,3,2,0.4,2,2,3.40868025,2.3592265,0.36799138184503455,1,1,0,0.0,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M05-S01/jump_highs_tagged_cover__full_fixed_point.toml,822e43ca58bae0b751f7af3a28ec2a0d8ab72b9d66149564dc4daf79d29f2d91,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M05-S01/jump_highs_tagged_cover__mandatory_only.toml,5e774711b41d53400866c887be5b2d6d15014762307258bcd6d8b3d6f3ab720a
V2-C-M05-S02,adversarial,medium,SOLVED,SOLVED,18,15,3,0.16666666666666666,17,15,2,0.11764705882352941,2,2,6.39261875,1.736655125,1.3031830832656883,1,1,0,0.0,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M05-S02/jump_highs_tagged_cover__full_fixed_point.toml,911d90c7f5c893035ffc43d271d5fd66ab62cd86823752d3534a58ede041d382,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M05-S02/jump_highs_tagged_cover__mandatory_only.toml,24ee58247192c79a9e268c00562f4dc1c8f343c679b1a093c9ad6f469de6774c
V2-C-M05-S03,adversarial,large,SOLVED,SOLVED,66,63,3,0.045454545454545456,65,63,2,0.03076923076923077,2,2,4.558171875,2.185134125,0.7352444274343304,1,1,0,0.0,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M05-S03/jump_highs_tagged_cover__full_fixed_point.toml,dcf3d6e8f5e1a5ea3dd50223ce7343f3409f9863d7c47fa01054ac41a1b055b7,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M05-S03/jump_highs_tagged_cover__mandatory_only.toml,0ed82d472cc7a0deaef7714ed91661b3668adf22b8c7e1e5ecbc783c79b3b7e9
V2-C-M06-S01,adversarial,small,SOLVED,SOLVED,8,7,1,0.125,8,7,1,0.125,1,1,4.699780083,1.4301785,1.189716455113596,1,1,0,0.0,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M06-S01/jump_highs_tagged_cover__full_fixed_point.toml,32b9ad3c302ac1bac85244dfac843da7f647842f540a9e7f7dc9dde56c105e5a,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M06-S01/jump_highs_tagged_cover__mandatory_only.toml,d0895ae94aa0e3b75b75756cc6f5be1e32e8a0b2e10623564f39ee262df1c4be
V2-C-M06-S02,adversarial,medium,SOLVED,SOLVED,16,15,1,0.0625,16,15,1,0.0625,1,1,3.095994,2.553487083,0.19264910919543188,1,1,0,0.0,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M06-S02/jump_highs_tagged_cover__full_fixed_point.toml,739c9d2f64deff4e5a8f8467a648a294f2c2092c9f4777d9c0e5601029f9d043,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M06-S02/jump_highs_tagged_cover__mandatory_only.toml,3e51f4f532f85764985464653e2e6aa5d68d0ef7e239362afd3db78e0242538e
V2-C-M06-S03,adversarial,large,SOLVED,SOLVED,32,31,1,0.03125,32,31,1,0.03125,1,1,5.9324105,1.65392375,1.2772801276493548,1,1,0,0.0,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M06-S03/jump_highs_tagged_cover__full_fixed_point.toml,3fcc3a82fbb1a705773b65ee85cc9054d9454ecaef615d721be7d08dada175f7,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M06-S03/jump_highs_tagged_cover__mandatory_only.toml,b7c73736fce83ebdca0768436bbf5abc1cc2436427a07f57f7ff253cc10b307b
V2-C-M07-S01,adversarial,small,SOLVED,SOLVED,7,6,1,0.14285714285714285,5,4,1,0.2,1,1,4.000054375,1.536566083,0.9567578443277431,1,1,0,0.0,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M07-S01/jump_highs_tagged_cover__full_fixed_point.toml,89daa2c1414c1cce34f24731eb72e1033ff717c508715c72421c5204aba83d70,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M07-S01/jump_highs_tagged_cover__mandatory_only.toml,ea2e0c974d1212c9fab76ba974316965121bad1b6fc8b79e9d4ffedce300a106
V2-C-M07-S02,adversarial,medium,SOLVED,SOLVED,19,18,1,0.05263157894736842,17,16,1,0.058823529411764705,1,1,6.531756667,2.559740959,0.9367698564838434,1,1,0,0.0,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M07-S02/jump_highs_tagged_cover__full_fixed_point.toml,2bb10e27101e36c27ce7fc4b12f77b02bebfdd95051760bdd8ec0806f6f036ed,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M07-S02/jump_highs_tagged_cover__mandatory_only.toml,559e6afe4a27820dc834f4722c7a4e277223e9cdfa89c99d62651b9f92c7316b
V2-C-M07-S03,adversarial,large,SOLVED,SOLVED,67,66,1,0.014925373134328358,65,64,1,0.015384615384615385,1,1,4.958957375,1.588917,1.1381428599062677,1,1,0,0.0,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M07-S03/jump_highs_tagged_cover__full_fixed_point.toml,24b0881538445c9b9c8db15517ba9008ce99ce22a5785fc6311041607b07a73c,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M07-S03/jump_highs_tagged_cover__mandatory_only.toml,3556875c85481080afcab9b4a3035f6b1711cbe26daf584f4487044c448d4927
