parameter,label,parameter_value,belief_index,coordinate,potential,research_region,component_count,threshold_kind,cutoff_coordinate
delay,delay=0,0,10,0.075,0.1959609667631203,false,1,upper,0.375
delay,delay=0,0,11,0.08333333333333333,0.20097817420576805,false,1,upper,0.375
delay,delay=0,0,12,0.09166666666666666,0.20632073514234112,false,1,upper,0.375
delay,delay=0,0,13,0.1,0.21200161044794888,false,1,upper,0.375
delay,delay=0,0,14,0.10833333333333334,0.21803413134683036,false,1,upper,0.375
delay,delay=0,0,15,0.11666666666666667,0.22443219389973393,false,1,upper,0.375
delay,delay=0,0,16,0.125,0.23121047383655402,false,1,upper,0.375
delay,delay=0,0,17,0.13333333333333333,0.2383846517966658,false,1,upper,0.375
delay,delay=0,0,18,0.14166666666666666,0.24597163771908193,false,1,upper,0.375
delay,delay=0,0,19,0.15,0.2539897824276248,false,1,upper,0.375
delay,delay=0,0,20,0.15833333333333333,0.2624590643759734,false,1,upper,0.375
delay,delay=0,0,21,0.16666666666666666,0.2714012399954794,false,1,upper,0.375
delay,delay=0,0,22,0.175,0.28083994703731036,false,1,upper,0.375
delay,delay=0,0,23,0.18333333333333332,0.29080075162528696,false,1,upper,0.375
delay,delay=0,0,24,0.19166666666666668,0.3013111313539477,false,1,upper,0.375
delay,delay=0,0,25,0.2,0.31240038861691094,false,1,upper,0.375
delay,delay=0,0,26,0.20833333333333334,0.32409949039507513,false,1,upper,0.375
delay,delay=0,0,27,0.21666666666666667,0.33644083294922544,false,1,upper,0.375
delay,delay=0,0,28,0.225,0.34945793222652594,false,1,upper,0.375
delay,delay=0,0,29,0.23333333333333334,0.3631850432731594,false,1,upper,0.375
delay,delay=0,0,30,0.24166666666666667,0.3776567144914795,false,1,upper,0.375
delay,delay=0,0,31,0.25,0.3929072851057997,false,1,upper,0.375
delay,delay=0,0,32,0.25833333333333336,0.4089703365938369,false,1,upper,0.375
delay,delay=0,0,33,0.26666666666666666,0.42587811096618133,false,1,upper,0.375
delay,delay=0,0,34,0.275,0.44366091048946243,false,1,upper,0.375
delay,delay=0,0,35,0.2833333333333333,0.4623464946114584,false,1,upper,0.375
delay,delay=0,0,36,0.2916666666666667,0.48195949034261537,false,1,upper,0.375
delay,delay=0,0,37,0.3,0.5025208321010372,false,1,upper,0.375
delay,delay=0,0,38,0.30833333333333335,0.5240472460105137,false,1,upper,0.375
delay,delay=0,0,39,0.31666666666666665,0.5465507918845004,false,1,upper,0.375
delay,delay=0,0,40,0.325,0.5700384737223813,false,1,upper,0.375
delay,delay=0,0,41,0.3333333333333333,0.5945119266297754,false,1,upper,0.375
delay,delay=0,0,42,0.3416666666666667,0.6199671848353944,false,1,upper,0.375
delay,delay=0,0,43,0.35,0.6463945321220197,false,1,upper,0.375
delay,delay=0,0,44,0.35833333333333334,0.6737784327351388,false,1,upper,0.375
delay,delay=0,0,45,0.36666666666666664,0.7020975378845451,false,1,upper,0.375
delay,delay=0,0,46,0.375,0.7313247604881243,true,1,upper,0.375
delay,delay=0,0,47,0.38333333333333336,0.7614274089561177,true,1,upper,0.375
delay,delay=0,0,48,0.39166666666666666,0.7923673696591,true,1,upper,0.375
delay,delay=0,0,49,0.4,0.8241013272875645,true,1,upper,0.375
delay,delay=0,0,50,0.4083333333333333,0.8565810125639312,true,1,upper,0.375
delay,delay=0,0,51,0.4166666666666667,0.8897534676286251,true,1,upper,0.375
delay,delay=0,0,52,0.425,0.9235613207716579,true,1,upper,0.375
delay,delay=0,0,53,0.43333333333333335,0.9579430638757237,true,1,upper,0.375
delay,delay=0,0,54,0.44166666666666665,0.9928333278204571,true,1,upper,0.375
delay,delay=0,0,55,0.45,1.0281631530176534,true,1,upper,0.375
delay,delay=0,0,56,0.4583333333333333,1.0638602540653002,true,1,upper,0.375
delay,delay=0,0,57,0.4666666666666667,1.0998492791106211,true,1,upper,0.375
delay,delay=0,0,58,0.475,1.1360520658145854,true,1,upper,0.375
delay,delay=0,0,59,0.48333333333333334,1.1723878967617363,true,1,upper,0.375
delay,delay=0,0,60,0.49166666666666664,1.2087737577406217,true,1,upper,0.375
delay,delay=0,0,61,0.5,1.2451246025415514,true,1,upper,0.375
delay,delay=0,0,62,0.5083333333333333,1.2813536278134727,true,1,upper,0.375
delay,delay=0,0,63,0.5166666666666667,1.3173725611410458,true,1,upper,0.375
delay,delay=0,0,64,0.525,1.353091964907769,true,1,upper,0.375
delay,delay=0,0,65,0.5333333333333333,1.3884215577661925,true,1,upper,0.375
delay,delay=0,0,66,0.5416666666666666,1.423270554705541,true,1,upper,0.375
delay,delay=0,0,67,0.55,1.4575480258480455,true,1,upper,0.375
delay,delay=0,0,68,0.5583333333333333,1.49116327326701,true,1,upper,0.375
delay,delay=0,0,69,0.5666666666666667,1.524026224340703,true,1,upper,0.375
delay,delay=0,0,70,0.575,1.5560478394646706,true,1,upper,0.375
delay,delay=0,0,71,0.5833333333333334,1.5871405313590718,true,1,upper,0.375
delay,delay=0,0,72,0.5916666666666667,1.6172185927365037,true,1,upper,0.375
delay,delay=0,0,73,0.6,1.6461986287420733,true,1,upper,0.375
delay,delay=0,0,74,0.6083333333333333,1.673999990338651,true,1,upper,0.375
delay,delay=0,0,75,0.6166666666666667,1.7005452046808076,true,1,upper,0.375
delay,delay=0,0,76,0.625,1.7257603984937555,true,1,upper,0.375
delay,delay=0,0,77,0.6333333333333333,1.7495757105419185,true,1,upper,0.375
delay,delay=0,0,78,0.6416666666666667,1.7719256894294482,true,1,upper,0.375
delay,delay=0,0,79,0.65,1.7927496732183321,true,1,upper,0.375
delay,delay=0,0,80,0.6583333333333333,1.8119921476764793,true,1,upper,0.375
delay,delay=0,0,81,0.6666666666666666,1.829603080378753,true,1,upper,0.375
delay,delay=0,0,82,0.675,1.845538228379598,true,1,upper,0.375
delay,delay=0,0,83,0.6833333333333333,1.859759417758389,true,1,upper,0.375
delay,delay=0,0,84,0.6916666666666667,1.8722347940079673,true,1,upper,0.375
delay,delay=0,0,85,0.7,1.882939042987912,true,1,upper,0.375
delay,delay=0,0,86,0.7083333333333334,1.8918535829851495,true,1,upper,0.375
delay,delay=0,0,87,0.7166666666666667,1.8989667292899237,true,1,upper,0.375
delay,delay=0,0,88,0.725,1.9042738335641025,true,1,upper,0.375
delay,delay=0,0,89,0.7333333333333333,1.9077774010878745,true,1,upper,0.375
delay,delay=0,0,90,0.7416666666666667,1.9094871896324597,true,1,upper,0.375
delay,delay=0,0,91,0.75,1.9094202941063394,true,1,upper,0.375
delay,delay=0,0,92,0.7583333333333333,1.90760122112267,true,1,upper,0.375
delay,delay=0,0,93,0.7666666666666667,1.9040619570819293,true,1,upper,0.375
delay,delay=0,0,94,0.775,1.898842032101235,true,1,upper,0.375
delay,delay=0,0,95,0.7833333333333333,1.8919885800166127,true,1,upper,0.375
delay,delay=0,0,96,0.7916666666666666,1.8835563916558251,true,1,upper,0.375
delay,delay=0,0,97,0.8,1.8736079546358628,true,1,upper,0.375
delay,delay=0,0,98,0.8083333333333333,1.8622134682177451,true,1,upper,0.375
delay,delay=0,0,99,0.8166666666666667,1.8494508165510533,true,1,upper,0.375
delay,delay=0,0,100,0.825,1.8354054784425073,true,1,upper,0.375
delay,delay=0,0,101,0.8333333333333334,1.8201703472438244,true,1,upper,0.375
delay,delay=0,0,102,0.8416666666666667,1.803845431366689,true,1,upper,0.375
delay,delay=0,0,103,0.85,1.7865374051433127,true,1,upper,0.375
delay,delay=0,0,104,0.8583333333333333,1.768358982038106,true,1,upper,0.375
delay,delay=0,0,105,0.8666666666666667,1.7494280881385904,true,1,upper,0.375
delay,delay=0,0,106,0.875,1.7298668235952988,true,1,upper,0.375
delay,delay=0,0,107,0.8833333333333333,1.709800212918941,true,1,upper,0.375
delay,delay=0,0,108,0.8916666666666667,1.6893547608846962,true,1,upper,0.375
delay,delay=0,0,109,0.9,1.6686568478024453,true,1,upper,0.375
delay,delay=0,0,110,0.9083333333333333,1.6478310142512513,true,1,upper,0.375
delay,delay=0,0,111,0.9166666666666666,1.6269981990521998,true,1,upper,0.375
delay,delay=0,0,112,0.925,1.6062740034232983,true,1,upper,0.375
delay,delay=0,0,113,0.9333333333333333,1.5857670575483382,true,1,upper,0.375
delay,delay=0,0,114,0.9416666666666667,1.5655775625443453,true,1,upper,0.375
delay,delay=0,0,115,0.95,1.545796071228586,true,1,upper,0.375
delay,delay=0,0,116,0.9583333333333334,1.5265025561962633,true,1,upper,0.375
delay,delay=0,0,117,0.9666666666666667,1.5077657952132975,true,1,upper,0.375
delay,delay=0,0,118,0.975,1.4896430838692698,true,1,upper,0.375
delay,delay=0,0,119,0.9833333333333333,1.4721802659330507,true,1,upper,0.375
delay,delay=0,0,120,0.9916666666666667,1.45541205475267,true,1,upper,0.375
delay,delay=0,0,121,1.0,1.439362605694012,true,1,upper,0.375
delay,delay=1,1,1,0.0,0.1633351196523117,false,1,upper,0.4166666666666667
delay,delay=1,1,2,0.008333333333333333,0.1659988201380913,false,1,upper,0.4166666666666667
delay,delay=1,1,3,0.016666666666666666,0.16887140614369545,false,1,upper,0.4166666666666667
delay,delay=1,1,4,0.025,0.17196554485036752,false,1,upper,0.4166666666666667
delay,delay=1,1,5,0.03333333333333333,0.17529388635132057,false,1,upper,0.4166666666666667
delay,delay=1,1,6,0.041666666666666664,0.17886896118723566,false,1,upper,0.4166666666666667
delay,delay=1,1,7,0.05,0.18270308391999854,false,1,upper,0.4166666666666667
delay,delay=1,1,8,0.058333333333333334,0.18680826805573497,false,1,upper,0.4166666666666667
delay,delay=1,1,9,0.06666666666666667,0.1911961573162906,false,1,upper,0.4166666666666667
delay,delay=1,1,10,0.075,0.19587797744066793,false,1,upper,0.4166666666666667
delay,delay=1,1,11,0.08333333333333333,0.20086451139515654,false,1,upper,0.4166666666666667
delay,delay=1,1,12,0.09166666666666666,0.20616609917249085,false,1,upper,0.4166666666666667
delay,delay=1,1,13,0.1,0.21179266141987124,false,1,upper,0.4166666666666667
delay,delay=1,1,14,0.10833333333333334,0.21775374415344959,false,1,upper,0.4166666666666667
delay,delay=1,1,15,0.11666666666666667,0.2240585800119612,false,1,upper,0.4166666666666667
delay,delay=1,1,16,0.125,0.230716160078865,false,1,upper,0.4166666666666667
delay,delay=1,1,17,0.13333333333333333,0.23773530941771168,false,1,upper,0.4166666666666667
delay,delay=1,1,18,0.14166666666666666,0.245124759205366,false,1,upper,0.4166666666666667
delay,delay=1,1,19,0.15,0.2528932087155592,false,1,upper,0.4166666666666667
delay,delay=1,1,20,0.15833333333333333,0.2610493713260453,false,1,upper,0.4166666666666667
delay,delay=1,1,21,0.16666666666666666,0.269602000059976,false,1,upper,0.4166666666666667
delay,delay=1,1,22,0.175,0.27855988975407264,false,1,upper,0.4166666666666667
delay,delay=1,1,23,0.18333333333333332,0.2879318545936803,false,1,upper,0.4166666666666667
delay,delay=1,1,24,0.19166666666666668,0.2977266813072549,false,1,upper,0.4166666666666667
delay,delay=1,1,25,0.2,0.3079530596462618,false,1,upper,0.4166666666666667
delay,delay=1,1,26,0.20833333333333334,0.3186194928128739,false,1,upper,0.4166666666666667
delay,delay=1,1,27,0.21666666666666667,0.3297341912057092,false,1,upper,0.4166666666666667
delay,delay=1,1,28,0.225,0.34130495324168914,false,1,upper,0.4166666666666667
delay,delay=1,1,29,0.23333333333333334,0.3533390371182293,false,1,upper,0.4166666666666667
delay,delay=1,1,30,0.24166666666666667,0.36584302726033374,false,1,upper,0.4166666666666667
delay,delay=1,1,31,0.25,0.3788226989146221,false,1,upper,0.4166666666666667
delay,delay=1,1,32,0.25833333333333336,0.39228288396751443,false,1,upper,0.4166666666666667
delay,delay=1,1,33,0.26666666666666666,0.4062273406303183,false,1,upper,0.4166666666666667
delay,delay=1,1,34,0.275,0.4206586291911302,false,1,upper,0.4166666666666667
delay,delay=1,1,35,0.2833333333333333,0.43557799561141314,false,1,upper,0.4166666666666667
delay,delay=1,1,36,0.2916666666666667,0.4509852643617684,false,1,upper,0.4166666666666667
delay,delay=1,1,37,0.3,0.4668787415553071,false,1,upper,0.4166666666666667
delay,delay=1,1,38,0.30833333333333335,0.4832551291497494,false,1,upper,0.4166666666666667
delay,delay=1,1,39,0.31666666666666665,0.5001094507477879,false,1,upper,0.4166666666666667
delay,delay=1,1,40,0.325,0.5174349893237882,false,1,upper,0.4166666666666667
delay,delay=1,1,41,0.3333333333333333,0.5352232370369686,false,1,upper,0.4166666666666667
delay,delay=1,1,42,0.3416666666666667,0.5534638571505046,false,1,upper,0.4166666666666667
delay,delay=1,1,43,0.35,0.5721446579571243,false,1,upper,0.4166666666666667
delay,delay=1,1,44,0.35833333333333334,0.5912515785105966,false,1,upper,0.4166666666666667
delay,delay=1,1,45,0.36666666666666664,0.610768685876133,false,1,upper,0.4166666666666667
delay,delay=1,1,46,0.375,0.6306781835394035,false,1,upper,0.4166666666666667
delay,delay=1,1,47,0.38333333333333336,0.6509604305526615,false,1,upper,0.4166666666666667
delay,delay=1,1,48,0.39166666666666666,0.6715939709470156,false,1,upper,0.4166666666666667
delay,delay=1,1,49,0.4,0.692555572902059,false,1,upper,0.4166666666666667
delay,delay=1,1,50,0.4083333333333333,0.7138202771377192,false,1,upper,0.4166666666666667
delay,delay=1,1,51,0.4166666666666667,0.7353614539781081,true,1,upper,0.4166666666666667
delay,delay=1,1,52,0.425,0.7571508685326533,true,1,upper,0.4166666666666667
delay,delay=1,1,53,0.43333333333333335,0.7791587534450971,true,1,upper,0.4166666666666667
delay,delay=1,1,54,0.44166666666666665,0.8013538886746681,true,1,upper,0.4166666666666667
delay,delay=1,1,55,0.45,0.8237036877944953,true,1,upper,0.4166666666666667
delay,delay=1,1,56,0.4583333333333333,0.8461742903182053,true,1,upper,0.4166666666666667
delay,delay=1,1,57,0.4666666666666667,0.8687306595949403,true,1,upper,0.4166666666666667
delay,delay=1,1,58,0.475,0.8913366858437359,true,1,upper,0.4166666666666667
delay,delay=1,1,59,0.48333333333333334,0.9139552939285255,true,1,upper,0.4166666666666667
delay,delay=1,1,60,0.49166666666666664,0.9365485555032917,true,1,upper,0.4166666666666667
delay,delay=1,1,61,0.5,0.9590778051817908,true,1,upper,0.4166666666666667
delay,delay=1,1,62,0.5083333333333333,0.9815037604063794,true,1,upper,0.4166666666666667
delay,delay=1,1,63,0.5166666666666667,1.003786644705334,true,1,upper,0.4166666666666667
delay,delay=1,1,64,0.525,1.0258863140368764,true,1,upper,0.4166666666666667
delay,delay=1,1,65,0.5333333333333333,1.0477623859209615,true,1,upper,0.4166666666666667
delay,delay=1,1,66,0.5416666666666666,1.0693743710568981,true,1,upper,0.4166666666666667
delay,delay=1,1,67,0.55,1.0906818071164581,true,1,upper,0.4166666666666667
delay,delay=1,1,68,0.5583333333333333,1.111644394389226,true,1,upper,0.4166666666666667
delay,delay=1,1,69,0.5666666666666667,1.1322221329403523,true,1,upper,0.4166666666666667
delay,delay=1,1,70,0.575,1.1523754609217953,true,1,upper,0.4166666666666667
delay,delay=1,1,71,0.5833333333333334,1.172065393657989,true,1,upper,0.4166666666666667
delay,delay=1,1,72,0.5916666666666667,1.1912536631067732,true,1,upper,0.4166666666666667
delay,delay=1,1,73,0.6,1.2099028572781827,true,1,upper,0.4166666666666667
delay,delay=1,1,74,0.6083333333333333,1.2279765591786025,true,1,upper,0.4166666666666667
delay,delay=1,1,75,0.6166666666666667,1.2454394848378085,true,1,upper,0.4166666666666667
delay,delay=1,1,76,0.625,1.262257619973233,true,1,upper,0.4166666666666667
delay,delay=1,1,77,0.6333333333333333,1.2783983548517626,true,1,upper,0.4166666666666667
delay,delay=1,1,78,0.6416666666666667,1.2938306169268714,true,1,upper,0.4166666666666667
delay,delay=1,1,79,0.65,1.3085250008609939,true,1,upper,0.4166666666666667
delay,delay=1,1,80,0.6583333333333333,1.3224538955932037,true,1,upper,0.4166666666666667
delay,delay=1,1,81,0.6666666666666666,1.3355916081844221,true,1,upper,0.4166666666666667
delay,delay=1,1,82,0.675,1.3479144842708481,true,1,upper,0.4166666666666667
delay,delay=1,1,83,0.6833333333333333,1.3594010250852895,true,1,upper,0.4166666666666667
delay,delay=1,1,84,0.6916666666666667,1.3700320011690026,true,1,upper,0.4166666666666667
delay,delay=1,1,85,0.7,1.3797905630950773,true,1,upper,0.4166666666666667
delay,delay=1,1,86,0.7083333333333334,1.388662349756588,true,1,upper,0.4166666666666667
delay,delay=1,1,87,0.7166666666666667,1.3966355950314173,true,1,upper,0.4166666666666667
delay,delay=1,1,88,0.725,1.4037012339058847,true,1,upper,0.4166666666666667
delay,delay=1,1,89,0.7333333333333333,1.4098530093957047,true,1,upper,0.4166666666666667
delay,delay=1,1,90,0.7416666666666667,1.4150875818074273,true,1,upper,0.4166666666666667
delay,delay=1,1,91,0.75,1.419404641984051,true,1,upper,0.4166666666666667
delay,delay=1,1,92,0.7583333333333333,1.422807030108423,true,1,upper,0.4166666666666667
delay,delay=1,1,93,0.7666666666666667,1.425300861319362,true,1,upper,0.4166666666666667
delay,delay=1,1,94,0.775,1.4268956587441695,true,1,upper,0.4166666666666667
delay,delay=1,1,95,0.7833333333333333,1.4276044934883176,true,1,upper,0.4166666666666667
delay,delay=1,1,96,0.7916666666666666,1.4274441295889675,true,1,upper,0.4166666666666667
delay,delay=1,1,97,0.8,1.4264351699125937,true,1,upper,0.4166666666666667
delay,delay=1,1,98,0.8083333333333333,1.4246021964971882,true,1,upper,0.4166666666666667
delay,delay=1,1,99,0.8166666666666667,1.4219738960259742,true,1,upper,0.4166666666666667
delay,delay=1,1,100,0.825,1.4185831581876633,true,1,upper,0.4166666666666667
delay,delay=1,1,101,0.8333333333333334,1.4144671319435775,true,1,upper,0.4166666666666667
delay,delay=1,1,102,0.8416666666666667,1.4096672225871676,true,1,upper,0.4166666666666667
delay,delay=1,1,103,0.85,1.404229011401859,true,1,upper,0.4166666666666667
delay,delay=1,1,104,0.8583333333333333,1.3982020801491384,true,1,upper,0.4166666666666667
delay,delay=1,1,105,0.8666666666666667,1.3916397249190804,true,1,upper,0.4166666666666667
delay,delay=1,1,106,0.875,1.3845985482513452,true,1,upper,0.4166666666666667
delay,delay=1,1,107,0.8833333333333333,1.377137924841017,true,1,upper,0.4166666666666667
delay,delay=1,1,108,0.8916666666666667,1.3693193442370506,true,1,upper,0.4166666666666667
delay,delay=1,1,109,0.9,1.3612056430732153,true,1,upper,0.4166666666666667
delay,delay=1,1,110,0.9083333333333333,1.3528601486403993,true,1,upper,0.4166666666666667
delay,delay=1,1,111,0.9166666666666666,1.3443457639692709,true,1,upper,0.4166666666666667
delay,delay=1,1,112,0.925,1.3357240310072007,true,1,upper,0.4166666666666667
delay,delay=1,1,113,0.9333333333333333,1.3270542120860909,true,1,upper,0.4166666666666667
delay,delay=1,1,114,0.9416666666666667,1.3183924301600571,true,1,upper,0.4166666666666667
delay,delay=1,1,115,0.95,1.3097909051416536,true,1,upper,0.4166666666666667
delay,delay=1,1,116,0.9583333333333334,1.3012973174268494,true,1,upper,0.4166666666666667
delay,delay=1,1,117,0.9666666666666667,1.2929543211029766,true,1,upper,0.4166666666666667
delay,delay=1,1,118,0.975,1.2847992193710787,true,1,upper,0.4166666666666667
delay,delay=1,1,119,0.9833333333333333,1.2768638044712635,true,1,upper,0.4166666666666667
delay,delay=1,1,120,0.9916666666666667,1.2691743548942707,true,1,upper,0.4166666666666667
delay,delay=1,1,121,1.0,1.2617517747081572,true,1,upper,0.4166666666666667
delay,delay=3,3,1,0.0,0.15923210162277596,false,1,upper,0.6583333333333333
delay,delay=3,3,2,0.008333333333333333,0.16149286734155482,false,1,upper,0.6583333333333333
delay,delay=3,3,3,0.016666666666666666,0.16391298122461115,false,1,upper,0.6583333333333333
delay,delay=3,3,4,0.025,0.16649937310895638,false,1,upper,0.6583333333333333
delay,delay=3,3,5,0.03333333333333333,0.16925845214845933,false,1,upper,0.6583333333333333
delay,delay=3,3,6,0.041666666666666664,0.1721959946240643,false,1,upper,0.6583333333333333
delay,delay=3,3,7,0.05,0.1753170432424438,false,1,upper,0.6583333333333333
delay,delay=3,3,8,0.058333333333333334,0.17862582348744713,false,1,upper,0.6583333333333333
delay,delay=3,3,9,0.06666666666666667,0.18212568204831855,false,1,upper,0.6583333333333333
delay,delay=3,3,10,0.075,0.18581905130927873,false,1,upper,0.6583333333333333
delay,delay=3,3,11,0.08333333333333333,0.18970744239548723,false,1,upper,0.6583333333333333
delay,delay=3,3,12,0.09166666666666666,0.1937914674463348,false,1,upper,0.6583333333333333
delay,delay=3,3,13,0.1,0.19807088980152143,false,1,upper,0.6583333333333333
delay,delay=3,3,14,0.10833333333333334,0.20254469884733708,false,1,upper,0.6583333333333333
delay,delay=3,3,15,0.11666666666666667,0.2072112045941854,false,1,upper,0.6583333333333333
delay,delay=3,3,16,0.125,0.21206814582754818,false,1,upper,0.6583333333333333
delay,delay=3,3,17,0.13333333333333333,0.2171128050209375,false,1,upper,0.6583333333333333
delay,delay=3,3,18,0.14166666666666666,0.22234212317107133,false,1,upper,0.6583333333333333
delay,delay=3,3,19,0.15,0.2277528082798179,false,1,upper,0.6583333333333333
delay,delay=3,3,20,0.15833333333333333,0.23334143225866538,false,1,upper,0.6583333333333333
delay,delay=3,3,21,0.16666666666666666,0.23910451241260547,false,1,upper,0.6583333333333333
delay,delay=3,3,22,0.175,0.24503857519140046,false,1,upper,0.6583333333333333
delay,delay=3,3,23,0.18333333333333332,0.2511402014029892,false,1,upper,0.6583333333333333
delay,delay=3,3,24,0.19166666666666668,0.2574060534212955,false,1,upper,0.6583333333333333
delay,delay=3,3,25,0.2,0.26383288598807914,false,1,upper,0.6583333333333333
delay,delay=3,3,26,0.20833333333333334,0.27041754295432535,false,1,upper,0.6583333333333333
delay,delay=3,3,27,0.21666666666666667,0.2771569427256868,false,1,upper,0.6583333333333333
delay,delay=3,3,28,0.225,0.28404805530001836,false,1,upper,0.6583333333333333
delay,delay=3,3,29,0.23333333333333334,0.29108787366875466,false,1,upper,0.6583333333333333
delay,delay=3,3,30,0.24166666666666667,0.2982733820649212,false,1,upper,0.6583333333333333
delay,delay=3,3,31,0.25,0.3056015231467853,false,1,upper,0.6583333333333333
delay,delay=3,3,32,0.25833333333333336,0.31306916576795324,false,1,upper,0.6583333333333333
delay,delay=3,3,33,0.26666666666666666,0.3206730745504685,false,1,upper,0.6583333333333333
delay,delay=3,3,34,0.275,0.32840988208142363,false,1,upper,0.6583333333333333
delay,delay=3,3,35,0.2833333333333333,0.3362760642166126,false,1,upper,0.6583333333333333
delay,delay=3,3,36,0.2916666666666667,0.3442679187058762,false,1,upper,0.6583333333333333
delay,delay=3,3,37,0.3,0.3523815471542588,false,1,upper,0.6583333333333333
delay,delay=3,3,38,0.30833333333333335,0.36061284019482653,false,1,upper,0.6583333333333333
delay,delay=3,3,39,0.31666666666666665,0.3689574656634668,false,1,upper,0.6583333333333333
delay,delay=3,3,40,0.325,0.37741085952216813,false,1,upper,0.6583333333333333
delay,delay=3,3,41,0.3333333333333333,0.3859682192642296,false,1,upper,0.6583333333333333
delay,delay=3,3,42,0.3416666666666667,0.3946244995428023,false,1,upper,0.6583333333333333
delay,delay=3,3,43,0.35,0.4033744097849254,false,1,upper,0.6583333333333333
delay,delay=3,3,44,0.35833333333333334,0.4122124135805002,false,1,upper,0.6583333333333333
delay,delay=3,3,45,0.36666666666666664,0.42113272966488036,false,1,upper,0.6583333333333333
delay,delay=3,3,46,0.375,0.430129334341891,false,1,upper,0.6583333333333333
delay,delay=3,3,47,0.38333333333333336,0.4391959652193947,false,1,upper,0.6583333333333333
delay,delay=3,3,48,0.39166666666666666,0.4483261261510912,false,1,upper,0.6583333333333333
delay,delay=3,3,49,0.4,0.4575130932959151,false,1,upper,0.6583333333333333
delay,delay=3,3,50,0.4083333333333333,0.46674992222038786,false,1,upper,0.6583333333333333
delay,delay=3,3,51,0.4166666666666667,0.4760294559800078,false,1,upper,0.6583333333333333
delay,delay=3,3,52,0.425,0.485344334123824,false,1,upper,0.6583333333333333
delay,delay=3,3,53,0.43333333333333335,0.49468700257221604,false,1,upper,0.6583333333333333
delay,delay=3,3,54,0.44166666666666665,0.5040497243221727,false,1,upper,0.6583333333333333
delay,delay=3,3,55,0.45,0.5134245909373992,false,1,upper,0.6583333333333333
delay,delay=3,3,56,0.4583333333333333,0.5228035347827614,false,1,upper,0.6583333333333333
delay,delay=3,3,57,0.4666666666666667,0.5321783419642073,false,1,upper,0.6583333333333333
delay,delay=3,3,58,0.475,0.541540665936524,false,1,upper,0.6583333333333333
delay,delay=3,3,59,0.48333333333333334,0.5508820417423173,false,1,upper,0.6583333333333333
delay,delay=3,3,60,0.49166666666666664,0.5601939008465255,false,1,upper,0.6583333333333333
delay,delay=3,3,61,0.5,0.5694675865316473,false,1,upper,0.6583333333333333
delay,delay=3,3,62,0.5083333333333333,0.5786943698197861,false,1,upper,0.6583333333333333
delay,delay=3,3,63,0.5166666666666667,0.5878654658885918,false,1,upper,0.6583333333333333
delay,delay=3,3,64,0.525,0.5969720509492216,false,1,upper,0.6583333333333333
delay,delay=3,3,65,0.5333333333333333,0.6060052795556334,false,1,upper,0.6583333333333333
delay,delay=3,3,66,0.5416666666666666,0.6149563023157991,false,1,upper,0.6583333333333333
delay,delay=3,3,67,0.55,0.6238162839768276,false,1,upper,0.6583333333333333
delay,delay=3,3,68,0.5583333333333333,0.6325764218575383,false,1,upper,0.6583333333333333
delay,delay=3,3,69,0.5666666666666667,0.6412279646036543,false,1,upper,0.6583333333333333
delay,delay=3,3,70,0.575,0.6497622312425235,false,1,upper,0.6583333333333333
delay,delay=3,3,71,0.5833333333333334,0.6581706305161176,false,1,upper,0.6583333333333333
delay,delay=3,3,72,0.5916666666666667,0.6664446804728706,false,1,upper,0.6583333333333333
delay,delay=3,3,73,0.6,0.6745760283008182,false,1,upper,0.6583333333333333
delay,delay=3,3,74,0.6083333333333333,0.6825564703862744,false,1,upper,0.6583333333333333
delay,delay=3,3,75,0.6166666666666667,0.6903779725840662,false,1,upper,0.6583333333333333
delay,delay=3,3,76,0.625,0.6980326906869802,false,1,upper,0.6583333333333333
delay,delay=3,3,77,0.6333333333333333,0.7055129910837543,false,1,upper,0.6583333333333333
delay,delay=3,3,78,0.6416666666666667,0.7128114715966527,false,1,upper,0.6583333333333333
delay,delay=3,3,79,0.65,0.7199209824917377,false,1,upper,0.6583333333333333
delay,delay=3,3,80,0.6583333333333333,0.726834647657732,true,1,upper,0.6583333333333333
delay,delay=3,3,81,0.6666666666666666,0.733545885953479,true,1,upper,0.6583333333333333
delay,delay=3,3,82,0.675,0.7400484327302338,true,1,upper,0.6583333333333333
delay,delay=3,3,83,0.6833333333333333,0.7463363615445412,true,1,upper,0.6583333333333333
delay,delay=3,3,84,0.6916666666666667,0.7524041060913798,true,1,upper,0.6583333333333333
delay,delay=3,3,85,0.7,0.7582464824071141,true,1,upper,0.6583333333333333
delay,delay=3,3,86,0.7083333333333334,0.7638587114188258,true,1,upper,0.6583333333333333
delay,delay=3,3,87,0.7166666666666667,0.7692364419516153,true,1,upper,0.6583333333333333
delay,delay=3,3,88,0.725,0.7743757743486648,true,1,upper,0.6583333333333333
delay,delay=3,3,89,0.7333333333333333,0.7792732849086724,true,1,upper,0.6583333333333333
delay,delay=3,3,90,0.7416666666666667,0.7839260513984099,true,1,upper,0.6583333333333333
delay,delay=3,3,91,0.75,0.7883316799482141,true,1,upper,0.6583333333333333
delay,delay=3,3,92,0.7583333333333333,0.7924883336757068,true,1,upper,0.6583333333333333
delay,delay=3,3,93,0.7666666666666667,0.7963947633945533,true,1,upper,0.6583333333333333
delay,delay=3,3,94,0.775,0.800050340733906,true,1,upper,0.6583333333333333
delay,delay=3,3,95,0.7833333333333333,0.8034550939010626,true,1,upper,0.6583333333333333
