trial_id,method,source_size,retained_size,removed_count,library_reduction,budget_kind,budget_fraction,budget_amount,passive_value,research_option_premium,total_value,signed_operational_loss,signed_generative_loss,signed_total_dynamic_loss,operational_loss,generative_loss,total_dynamic_loss,future_value_loss,retained_ids,decomposition_gate
81,approx_generative,6,2,4,2//3,research_option_premium,1//20,23427//262144,875//128,191115//65536,639115//65536,525//256,-18495//16384,15105//16384,525//256,0//1,15105//16384,true,inactive;strategy_1,true
82,frontier_only,5,2,3,3//5,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_2,true
82,innovation_safe,5,3,2,2//5,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_1;strategy_2,true
82,approx_operational,5,2,3,3//5,passive_value,1//10,35//32,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_2,true
82,approx_generative,5,1,4,4//5,research_option_premium,1//20,0//1,0//1,0//1,0//1,175//16,0//1,175//16,175//16,0//1,175//16,true,inactive,true
83,frontier_only,6,2,4,2//3,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_3,true
83,innovation_safe,6,3,3,1//2,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_2;strategy_3,true
83,approx_operational,6,2,4,2//3,passive_value,1//10,35//32,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_3,true
83,approx_generative,6,1,5,5//6,research_option_premium,1//20,0//1,0//1,0//1,0//1,175//16,0//1,175//16,175//16,0//1,175//16,true,inactive,true
84,frontier_only,5,2,3,3//5,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_4,true
84,innovation_safe,5,3,2,2//5,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_3;strategy_4,true
84,approx_operational,5,2,3,3//5,passive_value,1//10,35//32,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_4,true
84,approx_generative,5,1,4,4//5,research_option_premium,1//20,0//1,0//1,0//1,0//1,175//16,0//1,175//16,175//16,0//1,175//16,true,inactive,true
85,frontier_only,5,3,2,2//5,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_2;strategy_4,true
85,innovation_safe,5,3,2,2//5,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_2;strategy_4,true
85,approx_operational,5,3,2,2//5,passive_value,1//10,35//32,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_2;strategy_4,true
85,approx_generative,5,1,4,4//5,research_option_premium,1//20,0//1,0//1,0//1,0//1,175//16,0//1,175//16,175//16,0//1,175//16,true,inactive,true
86,frontier_only,5,2,3,3//5,none,0//1,0//1,175//16,27//512,5627//512,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_3,true
86,innovation_safe,5,3,2,2//5,none,0//1,0//1,175//16,27//512,5627//512,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_3;strategy_4,true
86,approx_operational,5,2,3,3//5,passive_value,1//10,35//32,175//16,27//512,5627//512,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_3,true
86,approx_generative,5,2,3,3//5,research_option_premium,1//20,27//10240,175//16,27//512,5627//512,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_3,true
87,frontier_only,5,2,3,3//5,none,0//1,0//1,1925//192,0//1,1925//192,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_4,true
87,innovation_safe,5,2,3,3//5,none,0//1,0//1,1925//192,0//1,1925//192,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_4,true
87,approx_operational,5,3,2,2//5,passive_value,1//10,385//384,875//96,0//1,875//96,175//192,0//1,175//192,175//192,0//1,175//192,true,inactive;strategy_2;strategy_3,true
87,approx_generative,5,1,4,4//5,research_option_premium,1//20,0//1,0//1,0//1,0//1,1925//192,0//1,1925//192,1925//192,0//1,1925//192,true,inactive,true
88,frontier_only,5,2,3,3//5,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_2,true
88,innovation_safe,5,2,3,3//5,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_2,true
88,approx_operational,5,2,3,3//5,passive_value,1//10,35//32,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_2,true
88,approx_generative,5,1,4,4//5,research_option_premium,1//20,0//1,0//1,0//1,0//1,175//16,0//1,175//16,175//16,0//1,175//16,true,inactive,true
89,frontier_only,4,2,2,1//2,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_2,true
89,innovation_safe,4,3,1,1//4,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_2;strategy_3,true
89,approx_operational,4,2,2,1//2,passive_value,1//10,35//32,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_2,true
89,approx_generative,4,1,3,3//4,research_option_premium,1//20,0//1,0//1,0//1,0//1,175//16,0//1,175//16,175//16,0//1,175//16,true,inactive,true
90,frontier_only,5,3,2,2//5,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_2;strategy_4,true
90,innovation_safe,5,3,2,2//5,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_2;strategy_4,true
90,approx_operational,5,3,2,2//5,passive_value,1//10,35//32,1925//192,0//1,1925//192,175//192,0//1,175//192,175//192,0//1,175//192,true,inactive;strategy_1;strategy_2,true
90,approx_generative,5,1,4,4//5,research_option_premium,1//20,0//1,0//1,0//1,0//1,175//16,0//1,175//16,175//16,0//1,175//16,true,inactive,true
