prefix_n,scope,factor,level,estimand,statistic_kind,event_count,non_event_count,observation_count,exact_sum,estimate,exact_sample_variance,interval_kind,interval_low,interval_high,mcse,warning_code,warning,simulation_precision_only
200,factor,frontier_density,sparse,innovation_safe_mean_compression_ratio,mean,100,0,100,17//1,17//100,833//29700,,,,0.0167472797932,,,true
200,factor,frontier_density,dense,frontier_positive_loss_frequency,frequency,51,49,100,51//1,51//100,,Wilson descriptive simulation interval,0.41348011934,0.605780010696,,,,true
200,factor,frontier_density,dense,mean_positive_frontier_loss,mean,51,49,51,6484077//65536,2161359//1114112,1326828374523//365072220160,,,,0.266951824664,,,true
200,factor,frontier_density,dense,innovation_safe_loss_frequency,frequency,0,100,100,0//1,0//1,,Wilson descriptive simulation interval,3.46944695195e-18,0.036993498207,,sparse_events,event or nonevent support is below the registered sparse-count threshold,true
200,factor,frontier_density,dense,silent_generative_asset_frequency,frequency,51,449,500,51//1,51//500,,Wilson descriptive simulation interval,0.0784343521032,0.131634622904,,,,true
200,factor,frontier_density,dense,substitution_frequency,frequency,32,68,100,32//1,8//25,,Wilson descriptive simulation interval,0.23669147325,0.416626186105,,,,true
200,factor,frontier_density,dense,complementarity_frequency,frequency,21,79,100,21//1,21//100,,Wilson descriptive simulation interval,0.141656540619,0.299799688341,,,,true
200,factor,frontier_density,dense,frontier_only_mean_compression_ratio,mean,100,0,100,100//3,1//3,0//1,,,,0,,,true
200,factor,frontier_density,dense,innovation_safe_mean_compression_ratio,mean,100,0,100,17//2,17//200,833//118800,,,,0.00837363989659,,,true
200,factor,module_overlap,low,frontier_positive_loss_frequency,frequency,51,47,98,51//1,51//98,,Wilson descriptive simulation interval,0.422608063008,0.616668672089,,,,true
200,factor,module_overlap,low,mean_positive_frontier_loss,mean,51,47,51,16771355//196608,16771355//10027008,163631729265121//49284749721600,,,,0.25514813267,,,true
200,factor,module_overlap,low,innovation_safe_loss_frequency,frequency,0,98,98,0//1,0//1,,Wilson descriptive simulation interval,0,0.0377199901217,,sparse_events,event or nonevent support is below the registered sparse-count threshold,true
200,factor,module_overlap,low,silent_generative_asset_frequency,frequency,51,439,490,51//1,51//490,,Wilson descriptive simulation interval,0.0800534280811,0.134269320506,,,,true
200,factor,module_overlap,low,substitution_frequency,frequency,32,66,98,32//1,16//49,,Wilson descriptive simulation interval,0.24176256274,0.424385188935,,,,true
200,factor,module_overlap,low,complementarity_frequency,frequency,21,77,98,21//1,3//14,,Wilson descriptive simulation interval,0.144645434499,0.305480274142,,,,true
200,factor,module_overlap,low,frontier_only_mean_compression_ratio,mean,98,0,98,245//6,5//12,49//6984,,,,0.00846121804278,,,true
200,factor,module_overlap,low,innovation_safe_mean_compression_ratio,mean,98,0,98,0//1,0//1,0//1,,,,0,,,true
200,factor,module_overlap,high,frontier_positive_loss_frequency,frequency,50,52,102,50//1,25//51,,Wilson descriptive simulation interval,0.395314027264,0.58578978572,,,,true
200,factor,module_overlap,high,mean_positive_frontier_loss,mean,50,52,50,16974847//196608,16974847//9830400,250984882823041//94704028876800,,,,0.230226097713,,,true
200,factor,module_overlap,high,innovation_safe_loss_frequency,frequency,0,102,102,0//1,0//1,,Wilson descriptive simulation interval,0,0.0362944621465,,sparse_events,event or nonevent support is below the registered sparse-count threshold,true
200,factor,module_overlap,high,silent_generative_asset_frequency,frequency,50,460,510,50//1,5//51,,Wilson descriptive simulation interval,0.0751577556007,0.126930762245,,,,true
200,factor,module_overlap,high,substitution_frequency,frequency,32,70,102,32//1,16//51,,Wilson descriptive simulation interval,0.231829747002,0.40914269968,,,,true
200,factor,module_overlap,high,complementarity_frequency,frequency,18,84,102,18//1,3//17,,Wilson descriptive simulation interval,0.114643151845,0.261782676602,,sparse_events,event or nonevent support is below the registered sparse-count threshold,true
200,factor,module_overlap,high,frontier_only_mean_compression_ratio,mean,102,0,102,85//2,5//12,17//2424,,,,0.00829197658508,,,true
200,factor,module_overlap,high,innovation_safe_mean_compression_ratio,mean,102,0,102,51//2,1//4,17//2424,,,,0.00829197658508,,,true
200,factor,module_complementarity,weak,frontier_positive_loss_frequency,frequency,49,48,97,49//1,49//97,,Wilson descriptive simulation interval,0.407374790702,0.60254176556,,,,true
200,factor,module_complementarity,weak,mean_positive_frontier_loss,mean,49,48,49,1374745//16384,1374745//802816,8848212644809//2841120866304,,,,0.25210698623,,,true
200,factor,module_complementarity,weak,innovation_safe_loss_frequency,frequency,0,97,97,0//1,0//1,,Wilson descriptive simulation interval,0,0.0380940425259,,sparse_events,event or nonevent support is below the registered sparse-count threshold,true
200,factor,module_complementarity,weak,silent_generative_asset_frequency,frequency,49,436,485,49//1,49//485,,Wilson descriptive simulation interval,0.0772672854396,0.131065000996,,,,true
200,factor,module_complementarity,weak,substitution_frequency,frequency,32,65,97,32//1,32//97,,Wilson descriptive simulation interval,0.244380917226,0.428372726107,,,,true
200,factor,module_complementarity,weak,complementarity_frequency,frequency,19,78,97,19//1,19//97,,Wilson descriptive simulation interval,0.129139403568,0.285783776937,,sparse_events,event or nonevent support is below the registered sparse-count threshold,true
200,factor,module_complementarity,weak,frontier_only_mean_compression_ratio,mean,97,0,97,40//1,40//97,391//55872,,,,0.00849386595072,,,true
200,factor,module_complementarity,weak,innovation_safe_mean_compression_ratio,mean,97,0,97,71//6,71//582,1019//55872,,,,0.0137121045528,,,true
200,factor,module_complementarity,strong,frontier_positive_loss_frequency,frequency,52,51,103,52//1,52//103,,Wilson descriptive simulation interval,0.409875439229,0.599484223312,,,,true
200,factor,module_complementarity,strong,mean_positive_frontier_loss,mean,52,51,52,2874877//32768,2874877//1703936,73585798157881//25628069855232,,,,0.234983506973,,,true
200,factor,module_complementarity,strong,innovation_safe_loss_frequency,frequency,0,103,103,0//1,0//1,,Wilson descriptive simulation interval,0,0.0359547582286,,sparse_events,event or nonevent support is below the registered sparse-count threshold,true
200,factor,module_complementarity,strong,silent_generative_asset_frequency,frequency,52,463,515,52//1,52//515,,Wilson descriptive simulation interval,0.0778326387994,0.13001786541,,,,true
200,factor,module_complementarity,strong,substitution_frequency,frequency,32,71,103,32//1,32//103,,Wilson descriptive simulation interval,0.229473363216,0.405499797666,,,,true
200,factor,module_complementarity,strong,complementarity_frequency,frequency,20,83,103,20//1,20//103,,Wilson descriptive simulation interval,0.129363088452,0.280978171435,,,,true
200,factor,module_complementarity,strong,frontier_only_mean_compression_ratio,mean,103,0,103,130//3,130//309,49//7004,,,,0.00824150182162,,,true
200,factor,module_complementarity,strong,innovation_safe_mean_compression_ratio,mean,103,0,103,41//3,41//309,962//47277,,,,0.0140554245615,,,true
200,factor,project_cost,low,frontier_positive_loss_frequency,frequency,76,29,105,76//1,76//105,,Wilson descriptive simulation interval,0.631542069445,0.800278677073,,,,true
200,factor,project_cost,low,mean_positive_frontier_loss,mean,76,29,76,409961//3072,409961//233472,87143330081//26895974400,,,,0.206474602401,,,true
200,factor,project_cost,low,innovation_safe_loss_frequency,frequency,0,105,105,0//1,0//1,,Wilson descriptive simulation interval,0,0.0352940769291,,sparse_events,event or nonevent support is below the registered sparse-count threshold,true
200,factor,project_cost,low,silent_generative_asset_frequency,frequency,76,449,525,76//1,76//525,,Wilson descriptive simulation interval,0.117242922909,0.177441724486,,,,true
200,factor,project_cost,low,substitution_frequency,frequency,48,57,105,48//1,16//35,,Wilson descriptive simulation interval,0.365055346415,0.552255574464,,,,true
200,factor,project_cost,low,complementarity_frequency,frequency,29,76,105,29//1,29//105,,Wilson descriptive simulation interval,0.199721322927,0.368457930555,,,,true
200,factor,project_cost,low,frontier_only_mean_compression_ratio,mean,105,0,105,131//3,131//315,53//7560,,,,0.00817113503253,,,true
200,factor,project_cost,low,innovation_safe_mean_compression_ratio,mean,105,0,105,77//6,11//90,529//28080,,,,0.0133947506914,,,true
200,factor,project_cost,high,frontier_positive_loss_frequency,frequency,25,70,95,25//1,5//19,,Wilson descriptive simulation interval,0.185065247699,0.359660209241,,,,true
200,factor,project_cost,high,mean_positive_frontier_loss,mean,25,70,25,3754349//98304,3754349//2457600,8368588596541//3865470566400,,,,0.294276051006,sparse_mean_support,mean support is below the registered Monte Carlo precision threshold,true
200,factor,project_cost,high,innovation_safe_loss_frequency,frequency,0,95,95,0//1,0//1,,Wilson descriptive simulation interval,0,0.0388648535395,,sparse_events,event or nonevent support is below the registered sparse-count threshold,true
200,factor,project_cost,high,silent_generative_asset_frequency,frequency,25,450,475,25//1,1//19,,Wilson descriptive simulation interval,0.0359008613754,0.0765402354195,,,,true
200,factor,project_cost,high,substitution_frequency,frequency,16,79,95,16//1,16//95,,Wilson descriptive simulation interval,0.10641255003,0.256203089685,,sparse_events,event or nonevent support is below the registered sparse-count threshold,true
200,factor,project_cost,high,complementarity_frequency,frequency,10,85,95,10//1,2//19,,Wilson descriptive simulation interval,0.0581885242516,0.183020570648,,sparse_events,event or nonevent support is below the registered sparse-count threshold,true
200,factor,project_cost,high,frontier_only_mean_compression_ratio,mean,95,0,95,119//3,119//285,2//285,,,,0.00859470085187,,,true
200,factor,project_cost,high,innovation_safe_mean_compression_ratio,mean,95,0,95,38//3,2//15,14//705,,,,0.0144579812336,,,true
200,factor,duration,short,frontier_positive_loss_frequency,frequency,76,22,98,76//1,38//49,,Wilson descriptive simulation interval,0.683418344617,0.846817579193,,,,true
200,factor,duration,short,mean_positive_frontier_loss,mean,76,22,76,15858901//98304,834679//393216,9211061787263//2899102924800,,,,0.204463708951,,,true
200,factor,duration,short,innovation_safe_loss_frequency,frequency,0,98,98,0//1,0//1,,Wilson descriptive simulation interval,0,0.0377199901217,,sparse_events,event or nonevent support is below the registered sparse-count threshold,true
200,factor,duration,short,silent_generative_asset_frequency,frequency,76,414,490,76//1,38//245,,Wilson descriptive simulation interval,0.125744864838,0.18982495223,,,,true
200,factor,duration,short,substitution_frequency,frequency,48,50,98,48//1,24//49,,Wilson descriptive simulation interval,0.393092103454,0.587269528997,,,,true
200,factor,duration,short,complementarity_frequency,frequency,29,69,98,29//1,29//98,,Wilson descriptive simulation interval,0.214631806715,0.392600842315,,,,true
200,factor,duration,short,frontier_only_mean_compression_ratio,mean,98,0,98,81//2,81//196,799//114072,,,,0.00845416702652,,,true
200,factor,duration,short,innovation_safe_mean_compression_ratio,mean,98,0,98,37//3,37//294,90//4753,,,,0.0139003043629,,,true
200,factor,duration,long,frontier_positive_loss_frequency,frequency,25,77,102,25//1,25//102,,Wilson descriptive simulation interval,0.171881554928,0.336817582637,,,,true
200,factor,duration,long,mean_positive_frontier_loss,mean,25,77,25,126775//12288,5071//12288,3189652747//28991029248,,,,0.0663391466851,sparse_mean_support,mean support is below the registered Monte Carlo precision threshold,true
200,factor,duration,long,innovation_safe_loss_frequency,frequency,0,102,102,0//1,0//1,,Wilson descriptive simulation interval,0,0.0362944621465,,sparse_events,event or nonevent support is below the registered sparse-count threshold,true
200,factor,duration,long,silent_generative_asset_frequency,frequency,25,485,510,25//1,5//102,,Wilson descriptive simulation interval,0.0334208369887,0.0713614025454,,,,true
200,factor,duration,long,substitution_frequency,frequency,16,86,102,16//1,8//51,,Wilson descriptive simulation interval,0.0989228924381,0.239710561976,,sparse_events,event or nonevent support is below the registered sparse-count threshold,true
200,factor,duration,long,complementarity_frequency,frequency,10,92,102,10//1,5//51,,Wilson descriptive simulation interval,0.054128020525,0.171128311789,,sparse_events,event or nonevent support is below the registered sparse-count threshold,true
200,factor,duration,long,frontier_only_mean_compression_ratio,mean,102,0,102,257//6,257//612,2597//370872,,,,0.00828559814061,,,true
200,factor,duration,long,innovation_safe_mean_compression_ratio,mean,102,0,102,79//6,79//612,7325//370872,,,,0.0139152721803,,,true
200,factor,admission,low,frontier_positive_loss_frequency,frequency,27,71,98,27//1,27//98,,Wilson descriptive simulation interval,0.196795526096,0.371160387836,,,,true
200,factor,admission,low,mean_positive_frontier_loss,mean,27,71,27,405941//16384,405941//442368,1673659451//3623878656,,,,0.130787079352,sparse_mean_support,mean support is below the registered Monte Carlo precision threshold,true
200,factor,admission,low,innovation_safe_loss_frequency,frequency,0,98,98,0//1,0//1,,Wilson descriptive simulation interval,0,0.0377199901217,,sparse_events,event or nonevent support is below the registered sparse-count threshold,true
200,factor,admission,low,silent_generative_asset_frequency,frequency,27,463,490,27//1,27//490,,Wilson descriptive simulation interval,0.0381426317178,0.0789829311274,,,,true
200,factor,admission,low,substitution_frequency,frequency,16,82,98,16//1,8//49,,Wilson descriptive simulation interval,0.103068035218,0.24886583568,,sparse_events,event or nonevent support is below the registered sparse-count threshold,true
200,factor,admission,low,complementarity_frequency,frequency,11,87,98,11//1,11//98,,Wilson descriptive simulation interval,0.0638426994589,0.189899333697,,sparse_events,event or nonevent support is below the registered sparse-count threshold,true
200,factor,admission,low,frontier_only_mean_compression_ratio,mean,98,0,98,247//6,247//588,799//114072,,,,0.00845416702652,,,true
200,factor,admission,low,innovation_safe_mean_compression_ratio,mean,98,0,98,79//6,79//588,6793//342216,,,,0.0142320550219,,,true
200,factor,admission,high,frontier_positive_loss_frequency,frequency,74,28,102,74//1,37//51,,Wilson descriptive simulation interval,0.631894370845,0.80271793054,,,,true
200,factor,admission,high,mean_positive_frontier_loss,mean,74,28,74,4812485//32768,4812485//2424832,46734396434455//13050794999808,,,,0.219980393872,,,true
200,factor,admission,high,innovation_safe_loss_frequency,frequency,0,102,102,0//1,0//1,,Wilson descriptive simulation interval,0,0.0362944621465,,sparse_events,event or nonevent support is below the registered sparse-count threshold,true
200,factor,admission,high,silent_generative_asset_frequency,frequency,74,436,510,74//1,37//255,,Wilson descriptive simulation interval,0.117183442148,0.178319102877,,,,true
200,factor,admission,high,substitution_frequency,frequency,48,54,102,48//1,8//17,,Wilson descriptive simulation interval,0.37655914506,0.56675229389,,,,true
200,factor,admission,high,complementarity_frequency,frequency,28,74,102,28//1,14//51,,Wilson descriptive simulation interval,0.19728206946,0.368105629155,,,,true
200,factor,admission,high,frontier_only_mean_compression_ratio,mean,102,0,102,253//6,253//612,2597//370872,,,,0.00828559814061,,,true
200,factor,admission,high,innovation_safe_mean_compression_ratio,mean,102,0,102,37//3,37//306,871//46359,,,,0.0135719409673,,,true
200,factor,persistence,low,frontier_positive_loss_frequency,frequency,52,47,99,52//1,52//99,,Wilson descriptive simulation interval,0.427793082378,0.620825442265,,,,true
200,factor,persistence,low,mean_positive_frontier_loss,mean,52,47,52,4128631//49152,317587//196608,1307131689175//492847497216,,,,0.225840445691,,,true
200,factor,persistence,low,innovation_safe_loss_frequency,frequency,0,99,99,0//1,0//1,,Wilson descriptive simulation interval,0,0.0373532120678,,sparse_events,event or nonevent support is below the registered sparse-count threshold,true
200,factor,persistence,low,silent_generative_asset_frequency,frequency,52,443,495,52//1,52//495,,Wilson descriptive simulation interval,0.0810135779905,0.135170255397,,,,true
200,factor,persistence,low,substitution_frequency,frequency,32,67,99,32//1,32//99,,Wilson descriptive simulation interval,0.239200006434,0.420470321065,,,,true
200,factor,persistence,low,complementarity_frequency,frequency,21,78,99,21//1,7//33,,Wilson descriptive simulation interval,0.143135354898,0.302613464171,,,,true
200,factor,persistence,low,frontier_only_mean_compression_ratio,mean,99,0,99,41//1,41//99,34//4851,,,,0.00841407199833,,,true
200,factor,persistence,low,innovation_safe_mean_compression_ratio,mean,99,0,99,25//2,25//198,125//6468,,,,0.0139718013932,,,true
200,factor,persistence,high,frontier_positive_loss_frequency,frequency,49,52,101,49//1,49//101,,Wilson descriptive simulation interval,0.390024631693,0.581360734042,,,,true
200,factor,persistence,high,mean_positive_frontier_loss,mean,49,52,49,8615839//98304,8615839//4816896,50483580563693//15152644620288,,,,0.260755102802,,,true
200,factor,persistence,high,innovation_safe_loss_frequency,frequency,0,101,101,0//1,0//1,,Wilson descriptive simulation interval,0,0.0366406463999,,sparse_events,event or nonevent support is below the registered sparse-count threshold,true
200,factor,persistence,high,silent_generative_asset_frequency,frequency,49,456,505,49//1,49//505,,Wilson descriptive simulation interval,0.0741740758244,0.125969715636,,,,true
200,factor,persistence,high,substitution_frequency,frequency,32,69,101,32//1,32//101,,Wilson descriptive simulation interval,0.234235263117,0.412850914277,,,,true
200,factor,persistence,high,complementarity_frequency,frequency,18,83,101,18//1,18//101,,Wilson descriptive simulation interval,0.1158106742,0.264205583384,,sparse_events,event or nonevent support is below the registered sparse-count threshold,true
200,factor,persistence,high,frontier_only_mean_compression_ratio,mean,101,0,101,127//3,127//303,637//90900,,,,0.00832965641196,,,true
200,factor,persistence,high,innovation_safe_mean_compression_ratio,mean,101,0,101,13//1,13//101,3523//181800,,,,0.0138515602452,,,true
300,factor,frontier_density,sparse,frontier_positive_loss_frequency,frequency,77,71,148,77//1,77//148,,Wilson descriptive simulation interval,0.440292653868,0.599222245729,,,,true
300,factor,frontier_density,sparse,mean_positive_frontier_loss,mean,77,71,77,29452247//196608,2677477//1376256,18726498086803//5141075853312,,,,0.217498325076,,,true
300,factor,frontier_density,sparse,innovation_safe_loss_frequency,frequency,0,148,148,0//1,0//1,,Wilson descriptive simulation interval,0,0.0252991432678,,sparse_events,event or nonevent support is below the registered sparse-count threshold,true
300,factor,frontier_density,sparse,silent_generative_asset_frequency,frequency,77,663,740,77//1,77//740,,Wilson descriptive simulation interval,0.0840616796062,0.128136036653,,,,true
300,factor,frontier_density,sparse,substitution_frequency,frequency,43,105,148,43//1,43//148,,Wilson descriptive simulation interval,0.223431738803,0.368247632026,,,,true
300,factor,frontier_density,sparse,complementarity_frequency,frequency,34,114,148,34//1,17//74,,Wilson descriptive simulation interval,0.169310091226,0.303824580811,,,,true
300,factor,frontier_density,sparse,frontier_only_mean_compression_ratio,mean,148,0,148,74//1,1//2,0//1,,,,0,,,true
300,factor,frontier_density,sparse,innovation_safe_mean_compression_ratio,mean,148,0,148,76//3,19//111,152//5439,,,,0.0137414134518,,,true
300,factor,frontier_density,dense,frontier_positive_loss_frequency,frequency,76,76,152,76//1,1//2,,Wilson descriptive simulation interval,0.421498746263,0.578501253737,,,,true
300,factor,frontier_density,dense,mean_positive_frontier_loss,mean,76,76,76,4301183//32768,4301183//2490368,170219929524221//55082955571200,,,,0.201646082688,,,true
300,factor,frontier_density,dense,innovation_safe_loss_frequency,frequency,0,152,152,0//1,0//1,,Wilson descriptive simulation interval,0,0.0246497873529,,sparse_events,event or nonevent support is below the registered sparse-count threshold,true
300,factor,frontier_density,dense,silent_generative_asset_frequency,frequency,76,684,760,76//1,1//10,,Wilson descriptive simulation interval,0.080641847971,0.123381456893,,,,true
300,factor,frontier_density,dense,substitution_frequency,frequency,44,108,152,44//1,11//38,,Wilson descriptive simulation interval,0.223270776984,0.366055449269,,,,true
300,factor,frontier_density,dense,complementarity_frequency,frequency,35,117,152,35//1,35//152,,Wilson descriptive simulation interval,0.170480290665,0.303343936722,,,,true
300,factor,frontier_density,dense,frontier_only_mean_compression_ratio,mean,152,0,152,152//3,1//3,0//1,,,,0,,,true
300,factor,frontier_density,dense,innovation_safe_mean_compression_ratio,mean,152,0,152,25//2,25//304,1925//275424,,,,0.00678098341704,,,true
300,factor,module_overlap,low,frontier_positive_loss_frequency,frequency,74,75,149,74//1,74//149,,Wilson descriptive simulation interval,0.417462448318,0.575994824285,,,,true
300,factor,module_overlap,low,mean_positive_frontier_loss,mean,74,75,74,26900899//196608,26900899//14548992,245976358032635//69604239998976,,,,0.218530961069,,,true
300,factor,module_overlap,low,innovation_safe_loss_frequency,frequency,0,149,149,0//1,0//1,,Wilson descriptive simulation interval,0,0.02513361787,,sparse_events,event or nonevent support is below the registered sparse-count threshold,true
300,factor,module_overlap,low,silent_generative_asset_frequency,frequency,74,671,745,74//1,74//745,,Wilson descriptive simulation interval,0.0798631840214,0.122905315281,,,,true
300,factor,module_overlap,low,substitution_frequency,frequency,40,109,149,40//1,40//149,,Wilson descriptive simulation interval,0.203779120795,0.344772688823,,,,true
300,factor,module_overlap,low,complementarity_frequency,frequency,36,113,149,36//1,36//149,,Wilson descriptive simulation interval,0.179932173819,0.316277816623,,,,true
300,factor,module_overlap,low,frontier_only_mean_compression_ratio,mean,149,0,149,185//3,185//447,77//11026,,,,0.00684609993353,,,true
300,factor,module_overlap,low,innovation_safe_mean_compression_ratio,mean,149,0,149,0//1,0//1,0//1,,,,0,,,true
300,factor,module_overlap,high,frontier_positive_loss_frequency,frequency,79,72,151,79//1,79//151,,Wilson descriptive simulation interval,0.443931996964,0.601275533715,,,,true
300,factor,module_overlap,high,mean_positive_frontier_loss,mean,79,72,79,14179223//98304,14179223//7766016,385420513381621//119095148150784,,,,0.202398287048,,,true
300,factor,module_overlap,high,innovation_safe_loss_frequency,frequency,0,151,151,0//1,0//1,,Wilson descriptive simulation interval,0,0.0248089810697,,sparse_events,event or nonevent support is below the registered sparse-count threshold,true
300,factor,module_overlap,high,silent_generative_asset_frequency,frequency,79,676,755,79//1,79//755,,Wilson descriptive simulation interval,0.0847677005483,0.128506702081,,,,true
300,factor,module_overlap,high,substitution_frequency,frequency,47,104,151,47//1,47//151,,Wilson descriptive simulation interval,0.24286279733,0.38901873857,,,,true
300,factor,module_overlap,high,complementarity_frequency,frequency,33,118,151,33//1,33//151,,Wilson descriptive simulation interval,0.160060566759,0.290990846426,,,,true
300,factor,module_overlap,high,frontier_only_mean_compression_ratio,mean,151,0,151,63//1,63//151,19//2718,,,,0.00680398896575,,,true
300,factor,module_overlap,high,innovation_safe_mean_compression_ratio,mean,151,0,151,227//6,227//906,19//2718,,,,0.00680398896575,,,true
300,factor,module_complementarity,weak,frontier_positive_loss_frequency,frequency,74,75,149,74//1,74//149,,Wilson descriptive simulation interval,0.417462448318,0.575994824285,,,,true
300,factor,module_complementarity,weak,mean_positive_frontier_loss,mean,74,75,74,8859089//65536,8859089//4849664,703297853785553//208812719996928,,,,0.21334148361,,,true
300,factor,module_complementarity,weak,innovation_safe_loss_frequency,frequency,0,149,149,0//1,0//1,,Wilson descriptive simulation interval,0,0.02513361787,,sparse_events,event or nonevent support is below the registered sparse-count threshold,true
300,factor,module_complementarity,weak,silent_generative_asset_frequency,frequency,74,671,745,74//1,74//745,,Wilson descriptive simulation interval,0.0798631840214,0.122905315281,,,,true
300,factor,module_complementarity,weak,substitution_frequency,frequency,42,107,149,42//1,42//149,,Wilson descriptive simulation interval,0.215823367168,0.358899352037,,,,true
300,factor,module_complementarity,weak,complementarity_frequency,frequency,34,115,149,34//1,34//149,,Wilson descriptive simulation interval,0.168137865773,0.301901215083,,,,true
300,factor,module_complementarity,weak,frontier_only_mean_compression_ratio,mean,149,0,149,62//1,62//149,25//3576,,,,0.00684980353127,,,true
300,factor,module_complementarity,weak,innovation_safe_mean_compression_ratio,mean,149,0,149,58//3,58//447,2575//132312,,,,0.011428674543,,,true
300,factor,module_complementarity,strong,frontier_positive_loss_frequency,frequency,79,72,151,79//1,79//151,,Wilson descriptive simulation interval,0.443931996964,0.601275533715,,,,true
300,factor,module_complementarity,strong,mean_positive_frontier_loss,mean,79,72,79,14341039//98304,14341039//7766016,14959790923167//4410931412992,,,,0.207197286685,,,true
300,factor,module_complementarity,strong,innovation_safe_loss_frequency,frequency,0,151,151,0//1,0//1,,Wilson descriptive simulation interval,0,0.0248089810697,,sparse_events,event or nonevent support is below the registered sparse-count threshold,true
300,factor,module_complementarity,strong,silent_generative_asset_frequency,frequency,79,676,755,79//1,79//755,,Wilson descriptive simulation interval,0.0847677005483,0.128506702081,,,,true
300,factor,module_complementarity,strong,substitution_frequency,frequency,45,106,151,45//1,45//151,,Wilson descriptive simulation interval,0.230808104383,0.375240556843,,,,true
300,factor,module_complementarity,strong,complementarity_frequency,frequency,35,116,151,35//1,35//151,,Wilson descriptive simulation interval,0.171645269501,0.305239018357,,,,true
300,factor,module_complementarity,strong,frontier_only_mean_compression_ratio,mean,151,0,151,188//3,188//453,2849//407700,,,,0.00680279517875,,,true
300,factor,module_complementarity,strong,innovation_safe_mean_compression_ratio,mean,151,0,151,37//2,37//302,7807//407700,,,,0.0112611634041,,,true
300,factor,project_cost,low,frontier_positive_loss_frequency,frequency,113,39,152,113//1,113//152,,Wilson descriptive simulation interval,0.668588687173,0.806252863721,,,,true
300,factor,project_cost,low,mean_positive_frontier_loss,mean,113,39,113,1273087//6144,1273087//694272,7764275983943//2183990870016,,,,0.177372321845,,,true
300,factor,project_cost,low,innovation_safe_loss_frequency,frequency,0,152,152,0//1,0//1,,Wilson descriptive simulation interval,0,0.0246497873529,,sparse_events,event or nonevent support is below the registered sparse-count threshold,true
300,factor,project_cost,low,silent_generative_asset_frequency,frequency,113,647,760,113//1,113//760,,Wilson descriptive simulation interval,0.125158830419,0.175743216945,,,,true
300,factor,project_cost,low,substitution_frequency,frequency,67,85,152,67//1,67//152,,Wilson descriptive simulation interval,0.36428646019,0.520211540944,,,,true
300,factor,project_cost,low,complementarity_frequency,frequency,48,104,152,48//1,6//19,,Wilson descriptive simulation interval,0.247209698492,0.39345074948,,,,true
300,factor,project_cost,low,frontier_only_mean_compression_ratio,mean,152,0,152,127//2,127//304,1925//275424,,,,0.00678098341704,,,true
300,factor,project_cost,low,innovation_safe_mean_compression_ratio,mean,152,0,152,39//2,39//304,16255//826272,,,,0.0113765393923,,,true
300,factor,project_cost,high,frontier_positive_loss_frequency,frequency,40,108,148,40//1,10//37,,Wilson descriptive simulation interval,0.205206403838,0.346958067393,,,,true
300,factor,project_cost,high,mean_positive_frontier_loss,mean,40,108,40,4840187//65536,4840187//2621440,173558991621079//60301340835840,,,,0.268244038505,,,true
300,factor,project_cost,high,innovation_safe_loss_frequency,frequency,0,148,148,0//1,0//1,,Wilson descriptive simulation interval,0,0.0252991432678,,sparse_events,event or nonevent support is below the registered sparse-count threshold,true
300,factor,project_cost,high,silent_generative_asset_frequency,frequency,40,700,740,40//1,2//37,,Wilson descriptive simulation interval,0.0399446220297,0.0727695293886,,,,true
300,factor,project_cost,high,substitution_frequency,frequency,20,128,148,20//1,5//37,,Wilson descriptive simulation interval,0.0892114857935,0.199520321456,,,,true
300,factor,project_cost,high,complementarity_frequency,frequency,21,127,148,21//1,21//148,,Wilson descriptive simulation interval,0.0947158924766,0.207187547972,,,,true
300,factor,project_cost,high,frontier_only_mean_compression_ratio,mean,148,0,148,367//6,367//888,781//111888,,,,0.00686756697947,,,true
300,factor,project_cost,high,innovation_safe_mean_compression_ratio,mean,148,0,148,55//3,55//444,3709//195804,,,,0.0113132342376,,,true
300,factor,duration,short,frontier_positive_loss_frequency,frequency,114,34,148,114//1,57//74,,Wilson descriptive simulation interval,0.696175419189,0.830689908774,,,,true
300,factor,duration,short,mean_positive_frontier_loss,mean,114,34,114,52064597//196608,52064597//22413312,1764812465983565//497949918363648,,,,0.176320992981,,,true
300,factor,duration,short,innovation_safe_loss_frequency,frequency,0,148,148,0//1,0//1,,Wilson descriptive simulation interval,0,0.0252991432678,,sparse_events,event or nonevent support is below the registered sparse-count threshold,true
300,factor,duration,short,silent_generative_asset_frequency,frequency,114,626,740,114//1,57//370,,Wilson descriptive simulation interval,0.129836459474,0.181844821627,,,,true
300,factor,duration,short,substitution_frequency,frequency,63,85,148,63//1,63//148,,Wilson descriptive simulation interval,0.34888857577,0.50622345904,,,,true
300,factor,duration,short,complementarity_frequency,frequency,53,95,148,53//1,53//148,,Wilson descriptive simulation interval,0.285354439084,0.438041263735,,,,true
300,factor,duration,short,frontier_only_mean_compression_ratio,mean,148,0,148,371//6,371//888,1825//261072,,,,0.00687258988523,,,true
300,factor,duration,short,innovation_safe_mean_compression_ratio,mean,148,0,148,115//6,115//888,5113//261072,,,,0.0115034177225,,,true
300,factor,duration,long,frontier_positive_loss_frequency,frequency,39,113,152,39//1,39//152,,Wilson descriptive simulation interval,0.193747136279,0.331411312827,,,,true
