prefix_n,scope,factor,level,estimand,statistic_kind,event_count,non_event_count,observation_count,exact_sum,estimate,exact_sample_variance,interval_kind,interval_low,interval_high,mcse,warning_code,warning,simulation_precision_only
300,factor,duration,long,mean_positive_frontier_loss,mean,39,113,39,266229//16384,88743//212992,5675610583//49727668224,,,,0.0540972195078,sparse_mean_support,mean support is below the registered Monte Carlo precision threshold,true
300,factor,duration,long,innovation_safe_loss_frequency,frequency,0,152,152,0//1,0//1,,Wilson descriptive simulation interval,0,0.0246497873529,,sparse_events,event or nonevent support is below the registered sparse-count threshold,true
300,factor,duration,long,silent_generative_asset_frequency,frequency,39,721,760,39//1,39//760,,Wilson descriptive simulation interval,0.0377633493981,0.0693812129657,,,,true
300,factor,duration,long,substitution_frequency,frequency,24,128,152,24//1,3//19,,Wilson descriptive simulation interval,0.108460067619,0.224195050043,,,,true
300,factor,duration,long,complementarity_frequency,frequency,16,136,152,16//1,2//19,,Wilson descriptive simulation interval,0.0658378388639,0.164148835362,,sparse_events,event or nonevent support is below the registered sparse-count threshold,true
300,factor,duration,long,frontier_only_mean_compression_ratio,mean,152,0,152,377//6,377//912,5767//826272,,,,0.00677628500427,,,true
300,factor,duration,long,innovation_safe_mean_compression_ratio,mean,152,0,152,56//3,7//57,983//51642,,,,0.0111906016954,,,true
300,factor,admission,low,frontier_positive_loss_frequency,frequency,41,106,147,41//1,41//147,,Wilson descriptive simulation interval,0.212753451075,0.356330536125,,,,true
300,factor,admission,low,mean_positive_frontier_loss,mean,41,106,41,1011175//24576,1011175//1007616,153126064813//247631708160,,,,0.122808805097,,,true
300,factor,admission,low,innovation_safe_loss_frequency,frequency,0,147,147,0//1,0//1,,Wilson descriptive simulation interval,1.73472347598e-18,0.0254668633592,,sparse_events,event or nonevent support is below the registered sparse-count threshold,true
300,factor,admission,low,silent_generative_asset_frequency,frequency,41,694,735,41//1,41//735,,Wilson descriptive simulation interval,0.0413831080015,0.0748007603993,,,,true
300,factor,admission,low,substitution_frequency,frequency,21,126,147,21//1,1//7,,Wilson descriptive simulation interval,0.0953740448455,0.208530857554,,,,true
300,factor,admission,low,complementarity_frequency,frequency,21,126,147,21//1,1//7,,Wilson descriptive simulation interval,0.0953740448455,0.208530857554,,,,true
300,factor,admission,low,frontier_only_mean_compression_ratio,mean,147,0,147,184//3,184//441,37//5292,,,,0.0068965561568,,,true
300,factor,admission,low,innovation_safe_mean_compression_ratio,mean,147,0,147,55//3,55//441,7621//386316,,,,0.0115844645693,,,true
300,factor,admission,high,frontier_positive_loss_frequency,frequency,112,41,153,112//1,112//153,,Wilson descriptive simulation interval,0.656795652019,0.795890777538,,,,true
300,factor,admission,high,mean_positive_frontier_loss,mean,112,41,112,15723315//65536,15723315//7340032,1934258051438431//480555300814848,,,,0.189573011515,,,true
300,factor,admission,high,innovation_safe_loss_frequency,frequency,0,153,153,0//1,0//1,,Wilson descriptive simulation interval,1.73472347598e-18,0.0244926236314,,sparse_events,event or nonevent support is below the registered sparse-count threshold,true
300,factor,admission,high,silent_generative_asset_frequency,frequency,112,653,765,112//1,112//765,,Wilson descriptive simulation interval,0.123121425529,0.173222451621,,,,true
300,factor,admission,high,substitution_frequency,frequency,66,87,153,66//1,22//51,,Wilson descriptive simulation interval,0.355525177602,0.510581653093,,,,true
300,factor,admission,high,complementarity_frequency,frequency,48,105,153,48//1,16//51,,Wilson descriptive simulation interval,0.24552712989,0.391048553424,,,,true
300,factor,admission,high,frontier_only_mean_compression_ratio,mean,153,0,153,190//3,190//459,2923//418608,,,,0.00675561560689,,,true
300,factor,admission,high,innovation_safe_mean_compression_ratio,mean,153,0,153,39//2,13//102,55//2907,,,,0.0111202131925,,,true
300,factor,persistence,low,frontier_positive_loss_frequency,frequency,75,69,144,75//1,25//48,,Wilson descriptive simulation interval,0.439762977396,0.600821037723,,,,true
300,factor,persistence,low,mean_positive_frontier_loss,mean,75,69,75,2259257//16384,2259257//1228800,623807631547//186227097600,,,,0.211335897579,,,true
300,factor,persistence,low,innovation_safe_loss_frequency,frequency,0,144,144,0//1,0//1,,Wilson descriptive simulation interval,0,0.025983637143,,sparse_events,event or nonevent support is below the registered sparse-count threshold,true
300,factor,persistence,low,silent_generative_asset_frequency,frequency,75,645,720,75//1,5//48,,Wilson descriptive simulation interval,0.0839146319532,0.128620111596,,,,true
300,factor,persistence,low,substitution_frequency,frequency,42,102,144,42//1,7//24,,Wilson descriptive simulation interval,0.223612580528,0.370547268282,,,,true
300,factor,persistence,low,complementarity_frequency,frequency,34,110,144,34//1,17//72,,Wilson descriptive simulation interval,0.174167516339,0.311768292153,,,,true
300,factor,persistence,low,frontier_only_mean_compression_ratio,mean,144,0,144,60//1,5//12,1//143,,,,0.00696868341673,,,true
300,factor,persistence,low,innovation_safe_mean_compression_ratio,mean,144,0,144,107//6,107//864,14039//741312,,,,0.0114679641283,,,true
300,factor,persistence,high,frontier_positive_loss_frequency,frequency,78,78,156,78//1,1//2,,Wilson descriptive simulation interval,0.422487208415,0.577512791585,,,,true
300,factor,persistence,high,mean_positive_frontier_loss,mean,78,78,78,28148261//196608,28148261//15335424,791590052079329//232160162217984,,,,0.209078325539,,,true
300,factor,persistence,high,innovation_safe_loss_frequency,frequency,0,156,156,0//1,0//1,,Wilson descriptive simulation interval,0,0.0240329314374,,sparse_events,event or nonevent support is below the registered sparse-count threshold,true
300,factor,persistence,high,silent_generative_asset_frequency,frequency,78,702,780,78//1,1//10,,Wilson descriptive simulation interval,0.0808672957041,0.123053353072,,,,true
300,factor,persistence,high,substitution_frequency,frequency,45,111,156,45//1,15//52,,Wilson descriptive simulation interval,0.223127811684,0.363963043924,,,,true
300,factor,persistence,high,complementarity_frequency,frequency,35,121,156,35//1,35//156,,Wilson descriptive simulation interval,0.165974645362,0.295992227097,,,,true
300,factor,persistence,high,frontier_only_mean_compression_ratio,mean,156,0,156,194//3,97//234,76//10881,,,,0.00669129368597,,,true
300,factor,persistence,high,innovation_safe_mean_compression_ratio,mean,156,0,156,20//1,5//39,23//1170,,,,0.0112255773817,,,true
500,factor,frontier_density,sparse,frontier_positive_loss_frequency,frequency,97,152,249,97//1,97//249,,Wilson descriptive simulation interval,0.331104777646,0.451367605418,,,,true
500,factor,frontier_density,sparse,mean_positive_frontier_loss,mean,97,152,97,32488483//196608,32488483//19070976,72794383398865//22497038696448,,,,0.182641889336,,,true
500,factor,frontier_density,sparse,innovation_safe_loss_frequency,frequency,0,249,249,0//1,0//1,,Wilson descriptive simulation interval,8.67361737988e-19,0.015193152415,,sparse_events,event or nonevent support is below the registered sparse-count threshold,true
500,factor,frontier_density,sparse,silent_generative_asset_frequency,frequency,97,1148,1245,97//1,97//1245,,Wilson descriptive simulation interval,0.0642878257337,0.094132170194,,,,true
500,factor,frontier_density,sparse,substitution_frequency,frequency,63,186,249,63//1,21//83,,Wilson descriptive simulation interval,0.203047342467,0.310481805111,,,,true
500,factor,frontier_density,sparse,complementarity_frequency,frequency,34,215,249,34//1,34//249,,Wilson descriptive simulation interval,0.0993858161601,0.18475057174,,,,true
500,factor,frontier_density,sparse,frontier_only_mean_compression_ratio,mean,249,0,249,249//2,1//2,0//1,,,,0,,,true
500,factor,frontier_density,sparse,innovation_safe_mean_compression_ratio,mean,249,0,249,42//1,14//83,287//10292,,,,0.0105825757553,,,true
500,factor,frontier_density,dense,frontier_positive_loss_frequency,frequency,101,150,251,101//1,101//251,,Wilson descriptive simulation interval,0.343637006649,0.464086586573,,,,true
500,factor,frontier_density,dense,mean_positive_frontier_loss,mean,101,150,101,15623507//98304,15623507//9928704,502905848776859//195206263603200,,,,0.159711350466,,,true
500,factor,frontier_density,dense,innovation_safe_loss_frequency,frequency,0,251,251,0//1,0//1,,Wilson descriptive simulation interval,8.67361737988e-19,0.0150739163026,,sparse_events,event or nonevent support is below the registered sparse-count threshold,true
500,factor,frontier_density,dense,silent_generative_asset_frequency,frequency,95,1160,1255,95//1,19//251,,Wilson descriptive simulation interval,0.0623227520096,0.0916612604031,,,,true
500,factor,frontier_density,dense,substitution_frequency,frequency,64,187,251,64//1,64//251,,Wilson descriptive simulation interval,0.20503431176,0.312312667145,,,,true
500,factor,frontier_density,dense,complementarity_frequency,frequency,35,216,251,35//1,35//251,,Wilson descriptive simulation interval,0.102000907198,0.187753590216,,,,true
500,factor,frontier_density,dense,frontier_only_mean_compression_ratio,mean,251,0,251,251//3,1//3,0//1,,,,0,,,true
500,factor,frontier_density,dense,innovation_safe_mean_compression_ratio,mean,251,0,251,62//3,62//753,3937//564750,,,,0.00527008629785,,,true
500,factor,module_overlap,low,frontier_positive_loss_frequency,frequency,102,148,250,102//1,51//125,,Wilson descriptive simulation interval,0.348917681912,0.469866845195,,,,true
500,factor,module_overlap,low,mean_positive_frontier_loss,mean,102,148,102,32236255//196608,32236255//20054016,11403588201073//3942779977728,,,,0.168391205439,,,true
500,factor,module_overlap,low,innovation_safe_loss_frequency,frequency,0,250,250,0//1,0//1,,Wilson descriptive simulation interval,0,0.0151332994954,,sparse_events,event or nonevent support is below the registered sparse-count threshold,true
500,factor,module_overlap,low,silent_generative_asset_frequency,frequency,96,1154,1250,96//1,48//625,,Wilson descriptive simulation interval,0.0633010904442,0.0928920689404,,,,true
500,factor,module_overlap,low,substitution_frequency,frequency,63,187,250,63//1,63//250,,Wilson descriptive simulation interval,0.202211935125,0.309294181424,,,,true
500,factor,module_overlap,low,complementarity_frequency,frequency,36,214,250,36//1,18//125,,Wilson descriptive simulation interval,0.105862568678,0.192912340563,,,,true
500,factor,module_overlap,low,frontier_only_mean_compression_ratio,mean,250,0,250,623//6,623//1500,5207//747000,,,,0.00528035940524,,,true
500,factor,module_overlap,low,innovation_safe_mean_compression_ratio,mean,250,0,250,0//1,0//1,0//1,,,,0,,,true
500,factor,module_overlap,high,frontier_positive_loss_frequency,frequency,96,154,250,96//1,48//125,,Wilson descriptive simulation interval,0.325899194521,0.445611730962,,,,true
500,factor,module_overlap,high,mean_positive_frontier_loss,mean,96,154,96,15749621//98304,15749621//9437184,256780077999287//88132728913920,,,,0.174211346652,,,true
500,factor,module_overlap,high,innovation_safe_loss_frequency,frequency,0,250,250,0//1,0//1,,Wilson descriptive simulation interval,0,0.0151332994954,,sparse_events,event or nonevent support is below the registered sparse-count threshold,true
500,factor,module_overlap,high,silent_generative_asset_frequency,frequency,96,1154,1250,96//1,48//625,,Wilson descriptive simulation interval,0.0633010904442,0.0928920689404,,,,true
500,factor,module_overlap,high,substitution_frequency,frequency,64,186,250,64//1,32//125,,Wilson descriptive simulation interval,0.205878182225,0.313506867928,,,,true
500,factor,module_overlap,high,complementarity_frequency,frequency,33,217,250,33//1,33//250,,Wilson descriptive simulation interval,0.0955580165238,0.179580091905,,,,true
500,factor,module_overlap,high,frontier_only_mean_compression_ratio,mean,250,0,250,313//3,313//750,217//31125,,,,0.0052808664252,,,true
500,factor,module_overlap,high,innovation_safe_mean_compression_ratio,mean,250,0,250,188//3,94//375,217//31125,,,,0.0052808664252,,,true
500,factor,module_complementarity,weak,frontier_positive_loss_frequency,frequency,99,150,249,99//1,33//83,,Wilson descriptive simulation interval,0.338802544143,0.459490029243,,,,true
500,factor,module_complementarity,weak,mean_positive_frontier_loss,mean,99,150,99,10624021//65536,10624021//6488064,19546420819319//6944962117632,,,,0.168609128799,,,true
500,factor,module_complementarity,weak,innovation_safe_loss_frequency,frequency,0,249,249,0//1,0//1,,Wilson descriptive simulation interval,8.67361737988e-19,0.015193152415,,sparse_events,event or nonevent support is below the registered sparse-count threshold,true
500,factor,module_complementarity,weak,silent_generative_asset_frequency,frequency,95,1150,1245,95//1,19//249,,Wilson descriptive simulation interval,0.0628266081022,0.0923904192087,,,,true
500,factor,module_complementarity,weak,substitution_frequency,frequency,63,186,249,63//1,21//83,,Wilson descriptive simulation interval,0.203047342467,0.310481805111,,,,true
500,factor,module_complementarity,weak,complementarity_frequency,frequency,34,215,249,34//1,34//249,,Wilson descriptive simulation interval,0.0993858161601,0.18475057174,,,,true
500,factor,module_complementarity,weak,frontier_only_mean_compression_ratio,mean,249,0,249,623//6,623//1494,125//17928,,,,0.00529162928408,,,true
500,factor,module_complementarity,weak,innovation_safe_mean_compression_ratio,mean,249,0,249,31//1,31//249,399//20584,,,,0.00882311394073,,,true
500,factor,module_complementarity,strong,frontier_positive_loss_frequency,frequency,99,152,251,99//1,99//251,,Wilson descriptive simulation interval,0.335988883473,0.456038676543,,,,true
500,factor,module_complementarity,strong,mean_positive_frontier_loss,mean,99,152,99,15931717//98304,15931717//9732096,561156006953089//187513977176064,,,,0.173863087701,,,true
500,factor,module_complementarity,strong,innovation_safe_loss_frequency,frequency,0,251,251,0//1,0//1,,Wilson descriptive simulation interval,8.67361737988e-19,0.0150739163026,,sparse_events,event or nonevent support is below the registered sparse-count threshold,true
500,factor,module_complementarity,strong,silent_generative_asset_frequency,frequency,97,1158,1255,97//1,97//1255,,Wilson descriptive simulation interval,0.0637722057014,0.0933893315473,,,,true
500,factor,module_complementarity,strong,substitution_frequency,frequency,64,187,251,64//1,64//251,,Wilson descriptive simulation interval,0.20503431176,0.312312667145,,,,true
500,factor,module_complementarity,strong,complementarity_frequency,frequency,35,216,251,35//1,35//251,,Wilson descriptive simulation interval,0.102000907198,0.187753590216,,,,true
500,factor,module_complementarity,strong,frontier_only_mean_compression_ratio,mean,251,0,251,313//3,313//753,3937//564750,,,,0.00527008629785,,,true
500,factor,module_complementarity,strong,innovation_safe_mean_compression_ratio,mean,251,0,251,95//3,95//753,5402//282375,,,,0.00873026260109,,,true
500,factor,project_cost,low,frontier_positive_loss_frequency,frequency,145,102,247,145//1,145//247,,Wilson descriptive simulation interval,0.524766313537,0.646656704819,,,,true
500,factor,project_cost,low,mean_positive_frontier_loss,mean,145,102,145,11700883//49152,11700883//7127040,77582216369683//25222195445760,,,,0.145648376058,,,true
500,factor,project_cost,low,innovation_safe_loss_frequency,frequency,0,247,247,0//1,0//1,,Wilson descriptive simulation interval,0,0.0153142899055,,sparse_events,event or nonevent support is below the registered sparse-count threshold,true
500,factor,project_cost,low,silent_generative_asset_frequency,frequency,141,1094,1235,141//1,141//1235,,Wilson descriptive simulation interval,0.0976171766163,0.133115704323,,,,true
500,factor,project_cost,low,substitution_frequency,frequency,96,151,247,96//1,96//247,,Wilson descriptive simulation interval,0.330022930566,0.45071506921,,,,true
500,factor,project_cost,low,complementarity_frequency,frequency,48,199,247,48//1,48//247,,Wilson descriptive simulation interval,0.149823378414,0.248202766427,,,,true
500,factor,project_cost,low,frontier_only_mean_compression_ratio,mean,247,0,247,103//1,103//247,31//4446,,,,0.00531309573145,,,true
500,factor,project_cost,low,innovation_safe_mean_compression_ratio,mean,247,0,247,31//1,31//247,3539//182286,,,,0.00886574319031,,,true
500,factor,project_cost,high,frontier_positive_loss_frequency,frequency,53,200,253,53//1,53//253,,Wilson descriptive simulation interval,0.163874186496,0.263788307422,,,,true
500,factor,project_cost,high,mean_positive_frontier_loss,mean,53,200,53,16931965//196608,16931965//10420224,129218004960103//53266184404992,,,,0.213942854906,,,true
500,factor,project_cost,high,innovation_safe_loss_frequency,frequency,0,253,253,0//1,0//1,,Wilson descriptive simulation interval,0,0.0149565371507,,sparse_events,event or nonevent support is below the registered sparse-count threshold,true
500,factor,project_cost,high,silent_generative_asset_frequency,frequency,51,1214,1265,51//1,51//1265,,Wilson descriptive simulation interval,0.0307957853341,0.0526200410364,,,,true
500,factor,project_cost,high,substitution_frequency,frequency,31,222,253,31//1,31//253,,Wilson descriptive simulation interval,0.0876790918961,0.168671495439,,,,true
500,factor,project_cost,high,complementarity_frequency,frequency,21,232,253,21//1,21//253,,Wilson descriptive simulation interval,0.0549289028826,0.123552636006,,,,true
500,factor,project_cost,high,frontier_only_mean_compression_ratio,mean,253,0,253,631//6,631//1518,1000//143451,,,,0.00524913750257,,,true
500,factor,project_cost,high,innovation_safe_mean_compression_ratio,mean,253,0,253,95//3,95//759,29//1518,,,,0.00868966136909,,,true
500,factor,duration,short,frontier_positive_loss_frequency,frequency,150,99,249,150//1,50//83,,Wilson descriptive simulation interval,0.540509970757,0.661197455857,,,,true
500,factor,duration,short,mean_positive_frontier_loss,mean,150,99,150,60313253//196608,60313253//29491200,2673697268566841//863932671590400,,,,0.143638392971,,,true
500,factor,duration,short,innovation_safe_loss_frequency,frequency,0,249,249,0//1,0//1,,Wilson descriptive simulation interval,8.67361737988e-19,0.015193152415,,sparse_events,event or nonevent support is below the registered sparse-count threshold,true
500,factor,duration,short,silent_generative_asset_frequency,frequency,145,1100,1245,145//1,29//249,,Wilson descriptive simulation interval,0.0998153409568,0.135475901775,,,,true
500,factor,duration,short,substitution_frequency,frequency,95,154,249,95//1,95//249,,Wilson descriptive simulation interval,0.32342387591,0.443228316831,,,,true
500,factor,duration,short,complementarity_frequency,frequency,53,196,249,53//1,53//249,,Wilson descriptive simulation interval,0.166572413478,0.267855782487,,,,true
500,factor,duration,short,frontier_only_mean_compression_ratio,mean,249,0,249,207//2,69//166,287//41168,,,,0.00529128787763,,,true
500,factor,duration,short,innovation_safe_mean_compression_ratio,mean,249,0,249,94//3,94//747,691//35856,,,,0.0087974828836,,,true
500,factor,duration,long,frontier_positive_loss_frequency,frequency,48,203,251,48//1,48//251,,Wilson descriptive simulation interval,0.147381028876,0.244397684378,,,,true
500,factor,duration,long,mean_positive_frontier_loss,mean,48,203,48,285187//16384,285187//786432,194499724405//1816771166208,,,,0.0472268263767,,,true
500,factor,duration,long,innovation_safe_loss_frequency,frequency,0,251,251,0//1,0//1,,Wilson descriptive simulation interval,8.67361737988e-19,0.0150739163026,,sparse_events,event or nonevent support is below the registered sparse-count threshold,true
500,factor,duration,long,silent_generative_asset_frequency,frequency,47,1208,1255,47//1,47//1255,,Wilson descriptive simulation interval,0.0282789467311,0.0494444696174,,,,true
500,factor,duration,long,substitution_frequency,frequency,32,219,251,32//1,32//251,,Wilson descriptive simulation interval,0.0917736691149,0.174436778489,,,,true
500,factor,duration,long,complementarity_frequency,frequency,16,235,251,16//1,16//251,,Wilson descriptive simulation interval,0.0396147392149,0.101027442738,,sparse_events,event or nonevent support is below the registered sparse-count threshold,true
500,factor,duration,long,frontier_only_mean_compression_ratio,mean,251,0,251,314//3,314//753,7//1004,,,,0.00527042093838,,,true
500,factor,duration,long,innovation_safe_mean_compression_ratio,mean,251,0,251,94//3,94//753,483//25100,,,,0.00875588086687,,,true
500,factor,admission,low,frontier_positive_loss_frequency,frequency,53,195,248,53//1,53//248,,Wilson descriptive simulation interval,0.167260933092,0.268892269542,,,,true
500,factor,admission,low,mean_positive_frontier_loss,mean,53,195,53,2357251//49152,2357251//2605056,582550086719//1109712175104,,,,0.0995230152521,,,true
500,factor,admission,low,innovation_safe_loss_frequency,frequency,0,248,248,0//1,0//1,,Wilson descriptive simulation interval,8.67361737988e-19,0.0152534806568,,sparse_events,event or nonevent support is below the registered sparse-count threshold,true
500,factor,admission,low,silent_generative_asset_frequency,frequency,51,1189,1240,51//1,51//1240,,Wilson descriptive simulation interval,0.0314193748442,0.0536730282673,,,,true
500,factor,admission,low,substitution_frequency,frequency,32,216,248,32//1,4//31,,Wilson descriptive simulation interval,0.0929026499679,0.176478964713,,,,true
500,factor,admission,low,complementarity_frequency,frequency,21,227,248,21//1,21//248,,Wilson descriptive simulation interval,0.0560498748549,0.125975193755,,,,true
500,factor,admission,low,frontier_only_mean_compression_ratio,mean,248,0,248,310//3,5//12,31//4446,,,,0.0053023730248,,,true
500,factor,admission,low,innovation_safe_mean_compression_ratio,mean,248,0,248,187//6,187//1488,2245//116064,,,,0.00883148153629,,,true
500,factor,admission,high,frontier_positive_loss_frequency,frequency,145,107,252,145//1,145//252,,Wilson descriptive simulation interval,0.513686895901,0.634842588629,,,,true
500,factor,admission,high,mean_positive_frontier_loss,mean,145,107,145,54306493//196608,54306493//28508160,469859536147691//134518375710720,,,,0.155206253035,,,true
500,factor,admission,high,innovation_safe_loss_frequency,frequency,0,252,252,0//1,0//1,,Wilson descriptive simulation interval,1.73472347598e-18,0.0150149973284,,sparse_events,event or nonevent support is below the registered sparse-count threshold,true
500,factor,admission,high,silent_generative_asset_frequency,frequency,141,1119,1260,141//1,47//420,,Wilson descriptive simulation interval,0.0956641530419,0.130504609524,,,,true
500,factor,admission,high,substitution_frequency,frequency,95,157,252,95//1,95//252,,Wilson descriptive simulation interval,0.319417907443,0.438244512534,,,,true
500,factor,admission,high,complementarity_frequency,frequency,48,204,252,48//1,4//21,,Wilson descriptive simulation interval,0.146782848409,0.24346453089,,,,true
500,factor,admission,high,frontier_only_mean_compression_ratio,mean,252,0,252,629//6,629//1512,15875//2277072,,,,0.00525978769915,,,true
500,factor,admission,high,innovation_safe_mean_compression_ratio,mean,252,0,252,63//2,1//8,77//4016,,,,0.00872264585353,,,true
500,factor,persistence,low,frontier_positive_loss_frequency,frequency,99,149,248,99//1,99//248,,Wilson descriptive simulation interval,0.34022723444,0.461235160854,,,,true
500,factor,persistence,low,mean_positive_frontier_loss,mean,99,149,99,3912191//24576,3912191//2433024,8350435686253//2929905893376,,,,0.169671982691,,,true
500,factor,persistence,low,innovation_safe_loss_frequency,frequency,0,248,248,0//1,0//1,,Wilson descriptive simulation interval,8.67361737988e-19,0.0152534806568,,sparse_events,event or nonevent support is below the registered sparse-count threshold,true
500,factor,persistence,low,silent_generative_asset_frequency,frequency,96,1144,1240,96//1,12//155,,Wilson descriptive simulation interval,0.0638149565903,0.0936339348515,,,,true
500,factor,persistence,low,substitution_frequency,frequency,64,184,248,64//1,8//31,,Wilson descriptive simulation interval,0.207586984366,0.315922764339,,,,true
500,factor,persistence,low,complementarity_frequency,frequency,34,214,248,34//1,17//124,,Wilson descriptive simulation interval,0.0997936843063,0.185470938751,,,,true
500,factor,persistence,low,frontier_only_mean_compression_ratio,mean,248,0,248,619//6,619//1488,5125//735072,,,,0.00530220059831,,,true
500,factor,persistence,low,innovation_safe_mean_compression_ratio,mean,248,0,248,94//3,47//372,443//22971,,,,0.00881832441221,,,true
500,factor,persistence,high,frontier_positive_loss_frequency,frequency,99,153,252,99//1,11//28,,Wilson descriptive simulation interval,0.334599613523,0.454332171618,,,,true
500,factor,persistence,high,mean_positive_frontier_loss,mean,99,153,99,32437969//196608,32437969//19464192,34634772021925//11719623573504,,,,0.172775332738,,,true
500,factor,persistence,high,innovation_safe_loss_frequency,frequency,0,252,252,0//1,0//1,,Wilson descriptive simulation interval,1.73472347598e-18,0.0150149973284,,sparse_events,event or nonevent support is below the registered sparse-count threshold,true
500,factor,persistence,high,silent_generative_asset_frequency,frequency,96,1164,1260,96//1,8//105,,Wilson descriptive simulation interval,0.062795435019,0.0921618639791,,,,true
500,factor,persistence,high,substitution_frequency,frequency,63,189,252,63//1,1//4,,Wilson descriptive simulation interval,0.200561619904,0.306945878761,,,,true
500,factor,persistence,high,complementarity_frequency,frequency,35,217,252,35//1,5//36,,Wilson descriptive simulation interval,0.101588914651,0.187033027864,,,,true
500,factor,persistence,high,frontier_only_mean_compression_ratio,mean,252,0,252,105//1,5//12,7//1004,,,,0.00525995335915,,,true
500,factor,persistence,high,innovation_safe_mean_compression_ratio,mean,252,0,252,94//3,47//378,5473//284634,,,,0.00873512382389,,,true
750,factor,frontier_density,sparse,frontier_positive_loss_frequency,frequency,158,215,373,158//1,158//373,,Wilson descriptive simulation interval,0.374475966298,0.474266790992,,,,true
750,factor,frontier_density,sparse,mean_positive_frontier_loss,mean,158,215,158,26135185//98304,26135185//15532032,362416975295519//119858578587648,,,,0.138337894271,,,true
750,factor,frontier_density,sparse,innovation_safe_loss_frequency,frequency,0,373,373,0//1,0//1,,Wilson descriptive simulation interval,0,0.010193832793,,sparse_events,event or nonevent support is below the registered sparse-count threshold,true
750,factor,frontier_density,sparse,silent_generative_asset_frequency,frequency,158,1707,1865,158//1,158//1865,,Wilson descriptive simulation interval,0.0729183853174,0.0982258587869,,,,true
750,factor,frontier_density,sparse,substitution_frequency,frequency,95,278,373,95//1,95//373,,Wilson descriptive simulation interval,0.213132298567,0.301252343259,,,,true
750,factor,frontier_density,sparse,complementarity_frequency,frequency,64,309,373,64//1,64//373,,Wilson descriptive simulation interval,0.136717381924,0.213141838007,,,,true
750,factor,frontier_density,sparse,frontier_only_mean_compression_ratio,mean,373,0,373,373//2,1//2,0//1,,,,0,,,true
750,factor,frontier_density,sparse,innovation_safe_mean_compression_ratio,mean,373,0,373,61//1,61//373,5795//208134,,,,0.00863974230045,,,true
750,factor,frontier_density,dense,frontier_positive_loss_frequency,frequency,163,214,377,163//1,163//377,,Wilson descriptive simulation interval,0.383283488211,0.482802519972,,,,true
750,factor,frontier_density,dense,mean_positive_frontier_loss,mean,163,214,163,54850709//196608,54850709//32047104,379696917694567//127589519720448,,,,0.135119251974,,,true
750,factor,frontier_density,dense,innovation_safe_loss_frequency,frequency,0,377,377,0//1,0//1,,Wilson descriptive simulation interval,8.67361737988e-19,0.0100867663741,,sparse_events,event or nonevent support is below the registered sparse-count threshold,true
750,factor,frontier_density,dense,silent_generative_asset_frequency,frequency,157,1728,1885,157//1,157//1885,,Wilson descriptive simulation interval,0.0716466073327,0.0966266256252,,,,true
750,factor,frontier_density,dense,substitution_frequency,frequency,97,280,377,97//1,97//377,,Wilson descriptive simulation interval,0.215770804765,0.303714283422,,,,true
750,factor,frontier_density,dense,complementarity_frequency,frequency,66,311,377,66//1,66//377,,Wilson descriptive simulation interval,0.140036483195,0.216651203176,,,,true
750,factor,frontier_density,dense,frontier_only_mean_compression_ratio,mean,377,0,377,377//3,1//3,0//1,,,,0,,,true
750,factor,frontier_density,dense,innovation_safe_mean_compression_ratio,mean,377,0,377,191//6,191//2262,5921//850512,,,,0.00429721054397,,,true
750,factor,module_overlap,low,frontier_positive_loss_frequency,frequency,162,214,376,162//1,81//188,,Wilson descriptive simulation interval,0.381746154092,0.481354624424,,,,true
750,factor,module_overlap,low,mean_positive_frontier_loss,mean,162,214,162,9135269//32768,9135269//5308416,11082503345689//3500666781696,,,,0.139793198424,,,true
750,factor,module_overlap,low,innovation_safe_loss_frequency,frequency,0,376,376,0//1,0//1,,Wilson descriptive simulation interval,0,0.0101133215753,,sparse_events,event or nonevent support is below the registered sparse-count threshold,true
750,factor,module_overlap,low,silent_generative_asset_frequency,frequency,156,1724,1880,156//1,39//470,,Wilson descriptive simulation interval,0.0713435200064,0.0963146750832,,,,true
750,factor,module_overlap,low,substitution_frequency,frequency,95,281,376,95//1,95//376,,Wilson descriptive simulation interval,0.211390218444,0.298931797016,,,,true
750,factor,module_overlap,low,complementarity_frequency,frequency,67,309,376,67//1,67//376,,Wilson descriptive simulation interval,0.142825067834,0.220067016797,,,,true
750,factor,module_overlap,low,frontier_only_mean_compression_ratio,mean,376,0,376,157//1,157//376,589//84600,,,,0.00430307131188,,,true
750,factor,module_overlap,low,innovation_safe_mean_compression_ratio,mean,376,0,376,0//1,0//1,0//1,,,,0,,,true
750,factor,module_overlap,high,frontier_positive_loss_frequency,frequency,159,215,374,159//1,159//374,,Wilson descriptive simulation interval,0.376041981951,0.475747707368,,,,true
750,factor,module_overlap,high,mean_positive_frontier_loss,mean,159,215,159,52309465//196608,52309465//31260672,686840290435289//242770878922752,,,,0.133392380852,,,true
750,factor,module_overlap,high,innovation_safe_loss_frequency,frequency,0,374,374,0//1,0//1,,Wilson descriptive simulation interval,0,0.0101668536658,,sparse_events,event or nonevent support is below the registered sparse-count threshold,true
750,factor,module_overlap,high,silent_generative_asset_frequency,frequency,159,1711,1870,159//1,159//1870,,Wilson descriptive simulation interval,0.0732199860378,0.0985349174017,,,,true
750,factor,module_overlap,high,substitution_frequency,frequency,97,277,374,97//1,97//374,,Wilson descriptive simulation interval,0.21754480191,0.306064913758,,,,true
